Vessel,Difference
BP,-0.09613842232973013
C1,8.657887663670252
FM,2.8805232356702533
LB,2.7355576176702527
LJ,-0.329061903329702
LM,1.8565964446702452
MS,7.368720841670267
SL,9.814438184670266
TM,0.45801527067025916
