id,Region_ID,Region_name,Region_class,Process_ID,Depth_mean,Ping_S,Ping_E,Dist_S,Dist_E,Date_S,Time_S,Date_E,Time_E,Lat_S,Lon_S,Lat_E,Lon_E,Program_version,Processing_date,Processing_time,EV_filename,Uncorrected_area,Area_Backscatter_Strength,Frequency,Region_notes
1,1,FM_T01,Transect,479,21.523699,0,9390,0,41659.77229,20250921, 21:02:43.3310,20250921, 23:39:13.3290,45.06194667,-65.16203,45.21628046,-64.6834214,14.0.230.0,20251001, 17:06:11.8920,FM_21Sep_2025,1410589.836,-56.9000622,38,
2,2,FM_T02,Transect,479,28.907147,11228,22027,49239.03204,94318.83197,20250922, 00:09:51.3290,20250922, 03:09:50.3300,45.23618089,-64.71329331,45.06382891,-65.22803572,14.0.230.0,20251001, 17:06:11.8920,FM_21Sep_2025,2180186.869,-51.68263801,38,
3,1,LJ_T01,Transect,480,30.777128,1,9478,4.795927,43220.67555,20250921, 20:03:42.7900,20250921, 22:41:39.7900,45.08854748,-65.23343243,45.25502975,-64.73784213,14.0.230.0,20251001, 17:06:17.3820,LJ_21Sep_2025,2282900.755,-52.73372831,38,
4,2,LJ_T02,Transect,480,37.140019,10569,20633,46451.4137,87502.14411,20250921, 22:59:50.7890,20250922, 01:47:34.8010,45.27361869,-64.7661593,45.11368802,-65.2350255,14.0.230.0,20251001, 17:06:17.3820,LJ_21Sep_2025,2674772.31,-48.33179391,38,
