Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
FM,T01,2025-09-21T21:02:43Z,2025-09-21T23:39:13Z,-65.16203,45.06194667,-64.6834214,45.21628046,41.65977229,Actual,11,SB,41.65977229,2025-09-21T21:02:43Z,2025-09-21T23:39:13Z,156.5,8.624060891,2025,2025-09-21
FM,T02,2025-09-22T00:09:51Z,2025-09-22T03:09:50Z,-64.71329331,45.23618089,-65.22803572,45.06382891,45.07979993,Actual,11,SB,45.07979993,2025-09-22T00:09:51Z,2025-09-22T03:09:50Z,179.9833333,8.114447476,2025,2025-09-22
LJ,T01,2025-09-21T20:03:42Z,2025-09-21T22:41:39Z,-65.23343243,45.08854748,-64.73784213,45.25502975,43.21587962,Actual,11,SB,43.21587962,2025-09-21T20:03:42Z,2025-09-21T22:41:39Z,157.95,8.864066207,2025,2025-09-21
LJ,T02,2025-09-21T22:59:50Z,2025-09-22T01:47:34Z,-64.7661593,45.27361869,-65.2350255,45.11368802,41.05073041,Actual,11,SB,41.05073041,2025-09-21T22:59:50Z,2025-09-22T01:47:34Z,167.7333333,7.928860473,2025,2025-09-21
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,11,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,11,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,11,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,11,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,11,SB,NA,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,11,SB,47.77303994,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.0798,-64.72904444,45.24803333,NA,Plan,11,SB,43.78802491,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.12323333,-64.77702222,45.27985,NA,Plan,11,SB,39.81220465,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,11,SB,35.84707291,NA,NA,NA,NA,NA,NA
