Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2023-09-11T00:40:03Z,2023-09-11T03:08:06Z,-65.22976173,45.09310359,-64.74418929,45.25286485,42.16051134,Actual,9,SB,42.16051134,2023-09-11T00:40:03Z,2023-09-11T03:08:06Z,148.04999999999998,9.225857071163524,2023,2023-09-10
BP,T02,2023-09-11T03:36:53Z,2023-09-11T05:28:37Z,-64.8199791,45.30317841,-65.22077546,45.15680683,35.49317035999999,Actual,9,SB,35.49317035999999,2023-09-11T03:36:53Z,2023-09-11T05:28:37Z,111.73333333333333,10.291325219657278,2023,2023-09-10
C1,T01,2023-09-10T23:43:28Z,2023-09-11T02:21:18Z,-65.22669225,45.08163277,-64.73533807,45.24605352,43.9358326,Actual,9,SB,43.9358326,2023-09-10T23:43:28Z,2023-09-11T02:21:18Z,157.83333333333334,9.01839797689377,2023,2023-09-10
C1,T02,2023-09-11T02:47:22Z,2023-09-11T04:47:55Z,-64.80549054,45.29755789,-65.23298184,45.14937335,38.05920366000001,Actual,9,SB,38.05920366000001,2023-09-11T02:47:22Z,2023-09-11T04:47:55Z,120.55000000000001,10.228259704473166,2023,2023-09-10
FM,T01,2023-09-11T00:32:49Z,2023-09-11T03:25:32Z,-65.23062642,45.04566762,-64.69332898,45.22164305,46.72083549,Actual,9,SB,46.72083549,2023-09-11T00:32:49Z,2023-09-11T03:25:32Z,172.71666666666667,8.763661956854348,2023,2023-09-10
FM,T02,2023-09-11T03:54:17Z,2023-09-11T06:01:49Z,-64.76924245,45.27217214,-65.23083238,45.11532028,40.44872582000001,Actual,9,SB,40.44872582000001,2023-09-11T03:54:17Z,2023-09-11T06:01:49Z,127.53333333333333,10.275202717975537,2023,2023-09-10
LB,T01,2023-09-10T23:31:59Z,2023-09-11T02:05:04Z,-65.23190824,45.09724461,-64.74845948,45.2606053,42.343750162000006,Actual,9,SB,42.343750162000006,2023-09-10T23:31:59Z,2023-09-11T02:05:04Z,153.08333333333334,8.961292903092223,2023,2023-09-10
LB,T02,2023-09-11T02:36:09Z,2023-09-11T04:32:43Z,-64.82578905,45.31122387,-65.23307911,45.16674293,36.408465740000004,Actual,9,SB,36.408465740000004,2023-09-11T02:36:09Z,2023-09-11T04:32:43Z,116.56666666666666,10.118992285393425,2023,2023-09-10
LJ,T01,2023-09-10T23:36:45Z,2023-09-11T02:22:06Z,-65.23140107,45.07186371,-64.72075499,45.24144667,44.69186390000002,Actual,9,SB,44.69186390000002,2023-09-10T23:36:45Z,2023-09-11T02:22:06Z,165.35,8.756560097104733,2023,2023-09-10
LJ,T02,2023-09-11T02:51:51Z,2023-09-11T05:00:44Z,-64.79864721,45.29173473,-65.23102598,45.14135484,38.03878529999999,Actual,9,SB,38.03878529999999,2023-09-11T02:51:51Z,2023-09-11T05:00:44Z,128.88333333333333,9.561788751784816,2023,2023-09-10
LM,T01,2023-09-10T23:27:06Z,2023-09-11T02:20:16Z,-65.23574689,45.05463816,-64.70107823,45.22872608,46.517529718999995,Actual,9,SB,46.517529718999995,2023-09-10T23:27:06Z,2023-09-11T02:20:16Z,173.16666666666666,8.702852258804713,2023,2023-09-10
LM,T02,2023-09-11T02:46:37Z,2023-09-11T05:08:47Z,-64.77889413,45.27933951,-65.23291065,45.12280941,39.88603197999999,Actual,9,SB,39.88603197999999,2023-09-11T02:46:37Z,2023-09-11T05:08:47Z,142.16666666666666,9.089339320516201,2023,2023-09-10
MS,T01,2023-09-10T23:39:43Z,2023-09-11T02:19:00Z,-65.223023,45.06582875,-64.713485,45.23415,45.245852410000005,Actual,9,SB,45.245852410000005,2023-09-10T23:39:43Z,2023-09-11T02:19:00Z,159.28333333333336,9.202751674024736,2023,2023-09-10
MS,T02,2023-09-11T02:51:26Z,2023-09-11T04:50:58Z,-64.79065271,45.28478081,-65.22197822,45.1358326,38.28677404999999,Actual,9,SB,38.28677404999999,2023-09-11T02:51:26Z,2023-09-11T04:50:58Z,119.53333333333333,10.376932915414388,2023,2023-09-10
SL,T01,2023-09-11T00:32:52Z,2023-09-11T03:23:46Z,-65.22377055,45.03915465,-64.68596694,45.21461649,47.672053833,Actual,9,SB,47.672053833,2023-09-11T00:32:52Z,2023-09-11T03:23:46Z,170.89999999999998,9.03714112763202,2023,2023-09-10
SL,T02,2023-09-11T03:52:33Z,2023-09-11T06:05:40Z,-64.76044739,45.26611806,-65.23307616,45.10592392,41.839677110000004,Actual,9,SB,41.839677110000004,2023-09-11T03:52:33Z,2023-09-11T06:05:40Z,133.11666666666667,10.182751715725855,2023,2023-09-10
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
SL,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,9,SB,47.77303993942598,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.04505333,-64.69066222,45.22258,NA,Plan,9,SB,46.97535671762817,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.05374,-64.70025778,45.22894333,NA,Plan,9,SB,46.178004751187444,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.06242667,-64.70985333,45.23530667,NA,Plan,9,SB,45.380994034681216,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.07111333,-64.71944889,45.24167,NA,Plan,9,SB,44.58433085648856,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.23333333,45.0798,-64.72904444,45.24803333,NA,Plan,9,SB,43.78802490764279,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.08848667,-64.73864,45.25439667,NA,Plan,9,SB,42.99208511401241,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.09717333,-64.74823556,45.26076,NA,Plan,9,SB,42.19652181561675,NA,NA,NA,NA,NA,NA
SL,NA,NA,NA,-65.23333333,45.10586,-64.75783111,45.26712333,NA,Plan,9,SB,41.40134608761792,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.11454667,-64.76742667,45.27348667,NA,Plan,9,SB,40.606569177919916,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.12323333,-64.77702222,45.27985,NA,Plan,9,SB,39.812204649537854,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.13192,-64.78661778,45.28621333,NA,Plan,9,SB,39.01826422900478,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.14060667,-64.79621333,45.29257667,NA,Plan,9,SB,38.224765058434095,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.23333333,45.14929333,-64.80580889,45.29894,NA,Plan,9,SB,37.43172124193496,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.15798,-64.81540444,45.30530333,NA,Plan,9,SB,36.639151036769654,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,9,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
