Vessel,Difference
BP,18.32196303058913
C1,8.827164517348422
FM,-82.52053209858124
LB,-80.35402680705974
LJ,-86.85805446350443
LM,4.712752095999122
MS,26.378509430835877
SL,-7.72953369286482
