date,lat,lon,sunsetStart
2023-08-01,44.5555,-66.5555,2023-08-01T20:20:00Z
2023-09-10,45.065,-65.25916667,2023-09-10T22:41:30Z
2023-09-10,45.065,-65.25916667,2023-09-10T22:41:30Z
2023-09-10,45.065,-65.25916667,2023-09-10T22:41:30Z
