Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2022-10-03T22:34:41Z,2022-10-04T01:18:43Z,-65.24719279,45.08517196,-64.77645352,45.23507284,40.668684947,Actual,10,SB,40.668684947,2022-10-03T22:34:41Z,2022-10-04T01:18:43Z,9842,8.032251224078083,2022,2022-10-03
BP,T02,2022-10-04T01:25:41Z,2022-10-04T02:03:34Z,-64.7922697,45.24811028,-64.95505758,45.19070594,14.39513018,Actual,10,SB,14.39513018,2022-10-04T01:25:41Z,2022-10-04T02:03:34Z,2273,12.310527870255697,2022,2022-10-03
C1,T01,2022-10-03T22:56:41Z,2022-10-04T01:42:12Z,-65.18357911,45.08165775,-64.72644109,45.23347147,40.911275939,Actual,10,SB,40.911275939,2022-10-03T22:56:41Z,2022-10-04T01:42:12Z,9931,8.007750943637676,2022,2022-10-03
C1,T02,2022-10-04T02:09:47Z,2022-10-04T02:56:12Z,-64.81983462,45.28342049,-64.97564635,45.2254625,14.106449990000009,Actual,10,SB,14.106449990000009,2022-10-04T02:09:47Z,2022-10-04T02:56:12Z,2785,9.845846229286037,2022,2022-10-03
FM,T01,2022-10-05T05:43:41Z,2022-10-05T08:37:04Z,-65.23069993,45.03650674,-64.75188961,45.2037852,42.407821548,Actual,10,SB,42.407821548,2022-10-05T05:43:41Z,2022-10-05T08:37:04Z,10403,7.924062274138645,2022,2022-10-05
FM,T02,2022-10-05T08:41:35Z,2022-10-05T09:22:12Z,-64.7589372,45.21351822,-64.95300092,45.16575083,16.21447943,Actual,10,SB,16.21447943,2022-10-05T08:41:35Z,2022-10-05T09:22:12Z,2437,12.933259620521627,2022,2022-10-05
FM,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,10,SB,47.77303993942598,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.11455,-64.76743333,45.27348333,NA,Plan,10,SB,40.60577540758774,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.23333333,45.06243333,-64.70985,45.2353,NA,Plan,10,SB,45.38060155495526,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.23333333,45.1406,-64.79621667,45.29258333,NA,Plan,10,SB,38.225186946649615,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.08848333,-64.73863333,45.2544,NA,Plan,10,SB,42.99287677577111,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,10,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
