Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,390,-54.98363843,0.009693838,4392.388689,1067.991371,24.3145916,Main Box,3323
