Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
BP,T01,-35.5,-57.48487551,0.00633158510864581,44.09797722
BP,T02,-35.5,-56.95271356,0.00715696089048679,35.3817131
LB,T01,-35.5,-50.4034108,0.0323339617333181,42.495619151
LB,T02,-35.5,-57.8451509,0.00582753526085297,37.26220022
LM,T01,-35.5,-54.3701321,0.0129713981508876,45.693677661
LM,T02,-35.5,-55.28427121,0.0105092779636674,39.98666301
C1,T01,-35.5,-61.07826609,0.00276804656058689,18.497349705
C1,T02,-35.5,-58.20257993,0.00536712866922247,17.72893926
C1,T03,-35.5,-57.12344649,0.0068810600993221,16.18810859
C1,T04,-35.5,-61.06544366,0.00277623122158103,14.53310559
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
