Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2024-07-01T20:38:34Z,2024-07-01T23:37:46Z,-65.2334306,45.07297636,-64.72508887,45.23979372,44.09797722,Actual,5,SB,44.09797722,2024-07-01T20:38:34Z,2024-07-01T23:37:46Z,10752,7.972415554252679,2024,2024-07-01
BP,T02,2024-07-02T00:01:27Z,2024-07-02T01:50:30Z,-64.79266404,45.28588607,-65.19741594,45.14693482,35.3817131,Actual,5,SB,35.3817131,2024-07-02T00:01:27Z,2024-07-02T01:50:30Z,6543,10.51144569651597,2024,2024-07-02
LB,T01,2024-07-01T20:37:37Z,2024-07-01T23:59:21Z,-65.23247963,45.09937593,-64.75312,45.26187333,42.495619151,Actual,5,SB,42.495619151,2024-07-01T20:37:37Z,2024-07-01T23:59:21Z,12104,6.824577357111686,2024,2024-07-01
LB,T02,2024-07-02T00:26:45Z,2024-07-02T02:33:11Z,-64.82028206,45.3123224,-65.23372683,45.16693409,37.26220022,Actual,5,SB,37.26220022,2024-07-02T00:26:45Z,2024-07-02T02:33:11Z,7586,9.54808268859014,2024,2024-07-02
LM,T01,2024-07-01T20:35:07Z,2024-07-01T23:39:41Z,-65.23328855,45.05442424,-64.71112327,45.22680087,45.693677661,Actual,5,SB,45.693677661,2024-07-01T20:35:07Z,2024-07-01T23:39:41Z,11074,8.020696982531899,2024,2024-07-01
LM,T02,2024-07-02T00:03:27Z,2024-07-02T02:31:40Z,-64.77707925,45.27883925,-65.23241344,45.1227333,39.98666301,Actual,5,SB,39.98666301,2024-07-02T00:03:27Z,2024-07-02T02:31:40Z,8893,8.740321041870956,2024,2024-07-02
C1,T01,2024-07-01T20:54:40Z,2024-07-01T22:07:23Z,-65.04520258,45.25213378,-64.83549186,45.31750733,18.497349705,Actual,5,SB,18.497349705,2024-07-01T20:54:40Z,2024-07-01T22:07:23Z,4363,8.241092883467157,2024,2024-07-01
C1,T02,2024-07-01T22:12:42Z,2024-07-01T23:22:17Z,-64.85021978,45.3244213,-65.05216505,45.26268111,17.72893926,Actual,5,SB,17.72893926,2024-07-01T22:12:42Z,2024-07-01T23:22:17Z,4175,8.254424261355306,2024,2024-07-01
C1,T03,2024-07-01T23:29:01Z,2024-07-02T00:32:20Z,-65.05057012,45.27611816,-64.86635403,45.33252538,16.18810859,Actual,5,SB,16.18810859,2024-07-01T23:29:01Z,2024-07-02T00:32:20Z,3799,8.282993682965412,2024,2024-07-01
C1,T04,2024-07-02T00:38:20Z,2024-07-02T01:34:55Z,-64.88373528,45.34017416,-65.04882328,45.28913841,14.53310559,Actual,5,SB,14.53310559,2024-07-02T00:38:20Z,2024-07-02T01:34:55Z,3395,8.321069799724771,2024,2024-07-02
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,5,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,5,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,5,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,5,SB,NA,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.05498095,-64.70162857,45.22985238,NA,Plan,5,SB,46.06412547753003,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.0773181,-64.72630286,45.24621524,NA,Plan,5,SB,44.01550345321951,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.09965524,-64.75097714,45.2625781,NA,Plan,5,SB,41.969289200523065,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.12199238,-64.77565143,45.27894095,NA,Plan,5,SB,39.9256591771573,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.14432952,-64.80032571,45.29530381,NA,Plan,5,SB,37.88483265803489,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,5,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.05,45.25,-64.83333333,45.31666667,NA,Plan,5,SB,18.522072044965643,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.05,45.26305,-64.85,45.32445,NA,Plan,5,SB,17.088491673272745,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.05,45.27611667,-64.86666667,45.33221667,NA,Plan,5,SB,15.653881253174083,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.05,45.28916667,-64.88333333,45.34,NA,Plan,5,SB,14.22121072099839,NA,NA,NA,NA,NA,NA
