Vessel,Start Lat,Start Lon,End Lat,End Lon
TM,43.56666667,-66.46518519,43.23333333,-66.46518519
LJ,43.56666667,-66.43703704,43.23333333,-66.43703704
LB,43.56666667,-66.40888889,43.23333333,-66.40888889
FM,43.56666667,-66.38074074,43.23333333,-66.38074074
TM,43.56666667,-66.32444444,43.23333333,-66.32444444
LJ,43.56666667,-66.2962963,43.23333333,-66.2962963
LB,43.56666667,-66.26814815,43.23333333,-66.26814815
FM,43.56666667,-66.24,43.23333333,-66.24
TM,43.502,-66.21833333,43.2475,-66.21833333
LJ,43.502,-66.20666667,43.2475,-66.20666667
LB,43.502,-66.195,43.2475,-66.195
FM,43.502,-66.18333333,43.2475,-66.18333333
TM,43.502,-66.16,43.2475,-66.16
LJ,43.502,-66.14833333,43.2475,-66.14833333
LB,43.502,-66.13666667,43.2475,-66.13666667
FM,43.502,-66.125,43.2475,-66.125
