Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,826,-55.31903134,0.010433535,8611.462481,978.5132847,11.36291642,German Bank,"7,291"
-35.5,274,-49.72962212,0.037312347,10346.37824,5790.815337,55.96949195,Seal Island,"7,291"
NA,NA,NA,NA,NA,NA,NA,School Survey,"7,291"
