Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
FM,T01,2025-10-14 21:10:27,2025-10-14 23:32:39,-66.38032667,43.56730376,-66.38058987,43.23400523,38.240003776
FM,T02,2025-10-15 00:09:18,2025-10-15 02:28:46,-66.24141409,43.23465592,-66.23556759,43.56452332,38.13651128
LB,T01,2025-10-14 19:13:46,2025-10-14 21:43:51,-66.40684,43.56834833,-66.40827761,43.23261146,38.872038087
LB,T02,2025-10-14 22:23:24,2025-10-15 00:55:16,-66.26971631,43.23112388,-66.2680822,43.56658196,38.63848926
LJ,T01,2025-10-14 19:46:58,2025-10-14 22:08:44,-66.43642969,43.56598219,-66.4376501,43.23361788,37.007009791
LJ,T02,2025-10-14 22:46:18,2025-10-15 01:07:11,-66.29656588,43.22922359,-66.29572925,43.56642797,37.54641055
TM,T01,2025-10-14 19:46:31,2025-10-14 21:57:09,-66.46402858,43.56485404,-66.46350231,43.23271731,37.00562703
TM,T02,2025-10-14 22:35:22,2025-10-15 01:06:49,-66.32541854,43.23208752,-66.32310011,43.56895469,37.5612988
FM,T03,2025-10-15 02:59:34,2025-10-15 04:52:16,-66.18367625,43.50151679,-66.18325465,43.25056763,29.1362073
FM,T04,2025-10-15 05:12:02,2025-10-15 06:59:01,-66.12595093,43.25023166,-66.12689018,43.49792036,28.511188
LB,T03,2025-10-15 01:30:59,2025-10-15 03:27:14,-66.19535906,43.5020055,-66.19498315,43.24714924,29.52756669
LB,T04,2025-10-15 03:49:17,2025-10-15 05:32:41,-66.1377071,43.24806046,-66.13681,43.50154333,28.9455571
LJ,T03,2025-10-15 01:42:56,2025-10-15 03:33:35,-66.2066192,43.50148335,-66.20679472,43.24862246,28.21541903
LJ,T04,2025-10-15 03:53:47,2025-10-15 05:43:48,-66.15043564,43.24754306,-66.14833694,43.50143866,28.2732223
TM,T03,2025-10-15 01:48:19,2025-10-15 03:38:15,-66.21860181,43.50296075,-66.21895727,43.25045149,28.1595225
TM,T04,2025-10-15 03:59:30,2025-10-15 05:38:30,-66.16074546,43.25021101,-66.16084009,43.50010252,27.8348191
