Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer
-35.5,796,-57.5802616093426,0.00616305787638302,4930.45394907897,1111.53639186218,22.5443012619521,German Bank
-35.5,272,-57.0175505707675,0.00713398709404432,1917.84651173826,963.37433897201,50.2320875563106,Seal Island
