Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
BP,T01,-35.5,-58.29603527,0.00525286782464451,37.55341318
BP,T02,-35.5,-58.45495259,0.00506412877778178,36.85836426
C1,T01,-35.5,-59.35429941,0.00411689754423822,40.575507024
C1,T02,-35.5,-52.12579624,0.0217480526641597,40.84899251
FM,T01,-35.5,-54.48924477,0.0126204698312463,38.59236691
FM,T02,-35.5,-58.66860086,0.00482103088815989,38.47400889
LB,T01,-35.5,-59.96553064,0.0035764069980124,38.384607245
LB,T02,-35.5,-62.98617807,0.00178394800801886,38.19725227
LJ,T01,-35.5,-58.74783542,0.00473387142461722,37.25304996
LJ,T02,-35.5,-63.99206122,0.00141512198462858,37.38815394
LM,T01,-35.5,-52.48511629,0.0200211201079438,37.796539465
LM,T02,-35.5,-57.42056541,0.00642604050951459,37.82038849
MS,T01,-35.5,-58.66053581,0.00482999208427201,38.979435183
MS,T02,-35.5,-63.83387323,0.00146761680832099,39.31029734
SL,T01,-35.5,-59.7810316,0.00373161508468664,40.623303226
SL,T02,-35.5,-63.66076257,0.00152729785916249,40.3847789
TM,T01,-35.5,-59.71345745,0.00379013129722127,37.051815816
TM,T02,-35.5,-59.47025471,0.00400843207826515,37.5809995
BP,T03,-35.5,-56.34845796,0.00822534653699405,26.5298509
C1,T03,-35.5,-61.59738476,0.0024561875405577,30.8151219
FM,T03,-35.5,-58.24974855,0.00530915182534973,29.1646536
LB,T03,-35.5,-60.33128984,0.00328753977550063,30.4701919
LJ,T03,-35.5,-63.88235061,0.00145132587780416,28.5224042
LM,T03,-35.5,-62.47205863,0.00200814069398836,29.17285399
MS,T03,-35.5,-58.57683186,0.00492398605142741,29.8133549
SL,T03,-35.5,-63.24074903,0.00168238387440633,30.4615637
TM,T03,-35.5,-50.07649923,0.0348618216703705,29.1132753
