Vessel,Difference
BP,-1.602177413329727
C1,9.695815680670236
FM,3.687223646670276
LB,4.508245661670273
LJ,0.6198023466702693
LM,2.245976191670266
MS,5.559281669670256
SL,8.925840072670269
TM,1.2022848626702682
