Vessel,Start Lat,Start Lon,End Lat,End Lon
SL,43.56666667,-66.49333333,43.23333333,-66.49333333
BP,43.56666667,-66.47843137,43.23333333,-66.47843137
TM,43.56666667,-66.46352941,43.23333333,-66.46352941
LB,43.56666667,-66.44862745,43.23333333,-66.44862745
C1,43.56666667,-66.43372549,43.23333333,-66.43372549
MS,43.56666667,-66.41882353,43.23333333,-66.41882353
LJ,43.56666667,-66.40392157,43.23333333,-66.40392157
FM,43.56666667,-66.38901961,43.23333333,-66.38901961
LM,43.56666667,-66.37411765,43.23333333,-66.37411765
SL,43.56666667,-66.35921569,43.23333333,-66.35921569
BP,43.56666667,-66.34431373,43.23333333,-66.34431373
TM,43.56666667,-66.32941176,43.23333333,-66.32941176
LB,43.56666667,-66.3145098,43.23333333,-66.3145098
C1,43.56666667,-66.29960784,43.23333333,-66.29960784
MS,43.56666667,-66.28470588,43.23333333,-66.28470588
LJ,43.56666667,-66.26980392,43.23333333,-66.26980392
FM,43.56666667,-66.25490196,43.23333333,-66.25490196
LM,43.56666667,-66.24,43.23333333,-66.24
SL,43.502,-66.23,43.2475,-66.23
BP,43.502,-66.216875,43.2475,-66.216875
TM,43.502,-66.20375,43.2475,-66.20375
LB,43.502,-66.190625,43.2475,-66.190625
C1,43.502,-66.1775,43.2475,-66.1775
MS,43.502,-66.164375,43.2475,-66.164375
LJ,43.502,-66.15125,43.2475,-66.15125
FM,43.502,-66.138125,43.2475,-66.138125
LM,43.502,-66.125,43.2475,-66.125
