Vessel,Difference
BP,-0.6469973444411181
C1,5.411357965558906
FM,2.1096910415588894
LB,1.9005862045589055
LJ,0.2363836535588888
LM,1.2314720425589059
MS,3.2666646625589095
SL,5.6853985483341205
TM,0.8500497793341282
