Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,796,-52.67880213,0.018912827,15241.68055,2719.854723,17.84484798,German Bank,11360
-35.5,272,-42.53433654,0.20193046,53843.74387,37303.41146,69.28086493,Seal Island,11360
NA,NA,NA,NA,NA,NA,NA,School Survey,11360
