Vessel,Start Lat,Start Lon,End Lat,End Lon
LM,43.56666667,-66.24,43.23333333,-66.24
LJ,43.56666667,-66.25948718,43.23333333,-66.25948718
MS,43.56666667,-66.27897436,43.23333333,-66.27897436
BP,43.56666667,-66.29846154,43.23333333,-66.29846154
LB,43.56666667,-66.31794872,43.23333333,-66.31794872
FM,43.56666667,-66.3374359,43.23333333,-66.3374359
C1,43.56666667,-66.35692308,43.23333333,-66.35692308
LM,43.56666667,-66.37641026,43.23333333,-66.37641026
LJ,43.56666667,-66.39589744,43.23333333,-66.39589744
MS,43.56666667,-66.41538462,43.23333333,-66.41538462
BP,43.56666667,-66.43487179,43.23333333,-66.43487179
LB,43.56666667,-66.45435897,43.23333333,-66.45435897
FM,43.56666667,-66.47384615,43.23333333,-66.47384615
C1,43.56666667,-66.49333333,43.23333333,-66.49333333
SL,43.502,-66.125,43.2475,-66.125
TM,43.502,-66.146,43.2475,-66.146
SL,43.502,-66.167,43.2475,-66.167
TM,43.502,-66.188,43.2475,-66.188
SL,43.502,-66.209,43.2475,-66.209
TM,43.502,-66.23,43.2475,-66.23
