Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2023-09-27 20:51:47,2023-09-27 23:17:57,-66.43404167,43.56422491,-66.43399934,43.23356206,36.799897322
BP,T02,2023-09-27 23:54:55,2023-09-28 02:21:50,-66.29956049,43.23546755,-66.29947437,43.56608982,36.76610068
C1,T01,2023-09-27 20:00:10,2023-09-27 22:25:16,-66.49353876,43.56570308,-66.4921515,43.23456149,40.295448062
C1,T02,2023-09-27 22:58:42,2023-09-28 01:26:59,-66.3561,43.23449933,-66.35773333,43.56985424,39.32890525
FM,T01,2023-09-27 20:54:58,2023-09-27 23:24:21,-66.47382267,43.56517789,-66.47373478,43.23249864,38.488204078
FM,T02,2023-09-28 00:00:29,2023-09-28 02:26:03,-66.33763119,43.23611718,-66.337445,43.56763273,37.83448231
LB,T01,2023-09-27 19:49:59,2023-09-27 22:28:54,-66.45374097,43.56513978,-66.45442711,43.2343936,38.147339091
LB,T02,2023-09-27 23:10:48,2023-09-28 01:43:58,-66.31772398,43.23367341,-66.31806664,43.5667622,37.96624246
LJ,T01,2023-09-27 19:53:23,2023-09-27 22:23:17,-66.39634191,43.5666189,-66.39583961,43.23310008,37.12104874
LJ,T02,2023-09-27 23:02:34,2023-09-28 01:32:57,-66.25942027,43.2332529,-66.25939018,43.56851096,37.32833026
LM,T01,2023-09-27 19:44:00,2023-09-27 22:10:12,-66.37726417,43.56512083,-66.3765361,43.23318598,37.665212019
LM,T02,2023-09-27 22:47:20,2023-09-28 01:14:37,-66.2403227,43.23229776,-66.23929167,43.5668567,37.77925537
MS,T01,2023-09-27 20:04:26,2023-09-27 22:36:49,-66.41508082,43.55311669,-66.41536026,43.23533281,38.869885499
MS,T02,2023-09-27 23:19:14,2023-09-28 01:47:14,-66.27758286,43.23384169,-66.27895736,43.56449286,38.60977451
SL,T01,2023-09-27 20:52:33,2023-09-27 22:45:24,-66.12608043,43.50144161,-66.12500167,43.24805067,30.100608309
SL,T02,2023-09-27 22:55:40,2023-09-28 00:49:14,-66.16646898,43.24713983,-66.16739389,43.50170226,30.04182387
SL,T03,2023-09-28 01:01:09,2023-09-28 02:54:27,-66.20869098,43.50187273,-66.20957744,43.24661096,30.53539759
TM,T01,2023-09-27 19:43:20,2023-09-27 21:56:04,-66.14634144,43.50562812,-66.1469169,43.24592335,28.91828196
TM,T02,2023-09-27 22:06:40,2023-09-28 00:03:47,-66.18739681,43.24759725,-66.18789167,43.50218278,28.31726594
TM,T03,2023-09-28 00:17:47,2023-09-28 02:09:50,-66.22924882,43.50318513,-66.23082417,43.24597855,28.6069331
