Vessel,Start Lat,Start Lon,End Lat,End Lon
BP,4514.419994,6503,4518.539994,6449.408
BP,4515.371994,6503,4519.142663,6450.431998
BP,4516.323994,6503,4519.745331,6451.455996
BP,4517.275994,6503,4520.348,6452.479994
C1,4504.415714,6514,4514.609286,6443.331429
C1,4508.883143,6514,4517.881857,6448.266286
FM,4505.532571,6514,4515.427429,6444.565143
FM,4510,6514,4518.7,6449.5
MS,4503.298857,6514,4513.791143,6442.097714
MS,4507.766286,6514,4517.063714,6447.032571
SL,4502.182,6514,4512.973,6440.864
SL,4506.649429,6514,4516.245571,6445.798857
TM,4513.475,6441.48,4515.825,6433
TM,4514.356667,6442.796667,4517.116667,6433
TM,4515.238333,6444.113333,4518.408333,6433
TM,4516.12,6445.43,4519.7,6433
