Vessel,Difference
BP,-11.812165074036315
C1,0.6576728337292224
FM,0.4163484304738603
LJ,89.944667219
LM,88.369502463
MS,-1.6692568632508937
SL,-2.228961633950547
TM,0.3822967454155801
