Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
LJ,T01,2024-09-08 21:54:54.858002,2024-09-08 22:17:31.858002,-66.44519337,43.30410064,-66.4443042,43.25263316,5.74721572
LJ,T02,2024-09-08 21:22:48.858002,2024-09-08 21:45:07.858002,-66.41057653,43.25319848,-66.41053789,43.30488348,5.769073
LJ,T03,2024-09-08 20:49:57.858002,2024-09-08 21:13:47.858002,-66.37812733,43.30562929,-66.37813775,43.25328753,5.84648204
LJ,T04,2024-09-08 20:17:04.858002,2024-09-08 20:39:22.857002,-66.34398592,43.25568534,-66.34279278,43.30530902,5.591917451
MS,T01,2024-09-08 20:19:24.940002,2024-09-08 20:44:29.942001,-66.36055424,43.25591225,-66.360313,43.3064723,6.565469484
MS,T02,2024-09-08 20:55:21.942001,2024-09-08 21:18:53.950996,-66.39279946,43.30472148,-66.39329887,43.25223051,6.785978091
MS,T03,2024-09-08 21:29:39.941002,2024-09-08 21:53:49.940002,-66.42621161,43.25285133,-66.42704844,43.3043973,6.69269035
MS,T04,2024-09-08 22:02:44.940002,2024-09-08 22:22:44.939003,-66.45545042,43.30237737,-66.45555897,43.25590982,5.9845648
