Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,64.94738,-43.43035987,0.16745366,10459.85463,10127.41181,96.82172625,German Bank,NA
