Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
LJ,T01,2024-09-08T21:54:53Z,2024-09-08T22:17:30Z,-66.44519337,43.30410064,-66.4443042,43.25263316,5.74721572,Actual,3B,GB,5.74721572,2024-09-08T21:54:53Z,2024-09-08T22:17:30Z,1357,8.232621816628445,2024,2024-09-08
LJ,T02,2024-09-08T21:22:47Z,2024-09-08T21:45:06Z,-66.41057653,43.25319848,-66.41053789,43.30488348,5.769073,Actual,3B,GB,5.769073,2024-09-08T21:22:47Z,2024-09-08T21:45:06Z,1339,8.375022300463032,2024,2024-09-08
MS,T01,2024-09-08T20:19:23Z,2024-09-08T20:44:28Z,-66.36055424,43.25591225,-66.360313,43.3064723,6.565469484,Actual,3B,GB,6.565469484,2024-09-08T20:19:23Z,2024-09-08T20:44:28Z,1505,8.479881861646884,2024,2024-09-08
MS,T02,2024-09-08T20:55:20Z,2024-09-08T21:18:52Z,-66.39279946,43.30472148,-66.39329887,43.25223051,6.785978091,Actual,3B,GB,6.785978091,2024-09-08T20:55:20Z,2024-09-08T21:18:52Z,1412,9.341965759496771,2024,2024-09-08
LJ,T03,2024-09-08T20:49:56Z,2024-09-08T21:13:46Z,-66.37812733,43.30562929,-66.37813775,43.25328753,5.84648204,Actual,3B,GB,5.84648204,2024-09-08T20:49:56Z,2024-09-08T21:13:46Z,1430,7.947290663380139,2024,2024-09-08
LJ,T04,2024-09-08T20:17:03Z,2024-09-08T20:39:21Z,-66.34398592,43.25568534,-66.34279278,43.30530902,5.591917451,Actual,3B,GB,5.591917451,2024-09-08T20:17:03Z,2024-09-08T20:39:21Z,1338,8.123910925225589,2024,2024-09-08
MS,T03,2024-09-08T21:29:38Z,2024-09-08T21:53:48Z,-66.42621161,43.25285133,-66.42704844,43.3043973,6.69269035,Actual,3B,GB,6.69269035,2024-09-08T21:29:38Z,2024-09-08T21:53:48Z,1450,8.972082213754483,2024,2024-09-08
MS,T04,2024-09-08T22:02:43Z,2024-09-08T22:22:43Z,-66.45545042,43.30237737,-66.45555897,43.25590982,5.9845648,Actual,3B,GB,5.9845648,2024-09-08T22:02:43Z,2024-09-08T22:22:43Z,1200,9.694197034026667,2024,2024-09-08
