Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
LJ,T01,-35.5,-63.58989435,0.00155242477504361,5.74721572
LJ,T02,-35.5,-58.85982047,0.00461336645043533,5.769073
LJ,T03,-35.5,-34.50127276,1.25855652036053,5.84648204
LJ,T04,-35.5,-58.76700498,0.00471302237965785,5.591917451
MS,T01,-35.5,-54.52033944,0.012530432345725,6.565469484
MS,T02,-35.5,-49.47719337,0.0400203297765971,6.785978091
MS,T03,-35.5,-54.27776059,0.0132502459900624,6.69269035
MS,T04,-35.5,-59.07245062,0.00439293662569255,5.9845648
