Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
BP,T01,-35.5,-55.28349826,0.010511148553706,45.781426693
BP,T02,-35.5,-51.46744785,0.0253078478599099,40.40009808
LB,T01,-35.5,-52.71996158,0.0189672270055485,43.10636788
LB,T02,-35.5,-51.93253956,0.0227376744438788,37.88831833
LJ,T01,-35.5,-56.86911914,0.00729605477851769,46.855664808
SL,T01,-35.5,-46.2372719,0.0843864680296959,36.573079983
SL,T02,-35.5,-38.71361453,0.477132002708155,18.71130344
SL,T03,-35.5,-55.20989163,0.0106908155580446,17.21528691
SL,T04,-35.5,-55.15484392,0.0108271862598009,16.1822971
LJ,T02,-35.5,-52.54347129,0.019753900913663,12.01392479
LJ,T03,-35.5,-55.56638452,0.00984830631199362,14.39887797
LJ,T04,-35.5,-48.80589953,0.0467100193287268,14.36166473
LJ,T05,-35.5,-46.64504451,0.0768237582120788,17.8446082
