Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,796,-54.52678096,0.01220937,9959.441205,2734.102124,27.45236472,German Bank,8901
-35.5,272,-56.70157156,0.007567369,2062.584493,468.3087722,22.70494973,Seal Island,8901
NA,NA,NA,NA,NA,NA,NA,School Survey,8901
