id,Region_ID,Region_name,Region_class,Process_ID,Depth_mean,Ping_S,Ping_E,Dist_S,Dist_E,Date_S,Time_S,Date_E,Time_E,Lat_S,Lon_S,Lat_E,Lon_E,Program_version,Processing_date,Processing_time,EV_filename,Uncorrected_area,Area_Backscatter_Strength,Frequency,Region_notes
1,1,BP_T03,Transect,2976,35.913865,24909,30716,104578.3171,133219.9652,20230904, 03:32:51.7540,20230904, 05:09:38.7540,43.50316418,-66.20659134,43.24583948,-66.20105924,13.1.120.0,20230918, 09:21:37.0610,BP_Sep03_2023,1805582.468,-57.80036293,38,
2,2,BP_T01,Transect,2976,43.818453,2448,10841,6682.335789,43297.67117,20230903, 21:18:30.7540,20230903, 23:38:23.7540,43.56584722,-66.4634186,43.23748763,-66.46440394,13.1.120.0,20230918, 09:21:37.0610,BP_Sep03_2023,2795682.371,-57.08332701,38,
3,3,BP_T02,Transect,2976,36.031583,13406,21957,54593.43664,91784.12049,20230904, 00:21:08.7550,20230904, 02:43:39.7540,43.23218281,-66.328805,43.56468596,-66.32974175,13.1.120.0,20230918, 09:21:37.0610,BP_Sep03_2023,2340553.91,-60.21296948,38,
4,1,C1_T01,Transect,2977,38.315619,626,8825,1945.516683,43077.06939,20230903, 20:30:40.2470,20230903, 22:47:19.2460,43.56562899,-66.41745369,43.23446441,-66.41806491,13.1.120.0,20230918, 09:21:47.1370,C1_Sep03_2023,2731011.514,-54.17683522,38,
5,2,C1_T02,Transect,2977,39.169201,11149,19298,54263.17222,94687.39833,20230903, 23:26:03.2460,20230904, 01:41:52.2460,43.23494977,-66.28527757,43.56793512,-66.28418547,13.1.120.0,20230918, 09:21:47.1370,C1_Sep03_2023,2787885.393,-61.79758108,38,
6,3,C1_T03,Transect,2977,29.195983,22216,28247,108815.3039,138461.2185,20230904, 02:30:30.2460,20230904, 04:11:01.2460,43.49281396,-66.1626726,43.24688596,-66.16498269,13.1.120.0,20230918, 09:21:47.1370,C1_Sep03_2023,1473419.13,-57.46230968,38,
7,1,FM_T01,Transect,2978,39.067272,144,8424,768.282681,39039.70103,20230903, 21:25:06.3210,20230903, 23:43:06.3240,43.56368256,-66.43379833,43.23480495,-66.434065,13.1.120.0,20230918, 09:21:57.2190,FM_Sep03_2023,2569774.245,-52.77766962,38,
8,2,FM_T02,Transect,2978,36.597732,10889,18990,50298.78079,88508.73293,20230904, 00:24:11.3230,20230904, 02:39:12.3240,43.2354553,-66.29924131,43.56636582,-66.29997149,13.1.120.0,20230918, 09:21:57.2190,FM_Sep03_2023,2430637.17,-59.48189838,38,
9,3,FM_T03,Transect,2978,31.645631,21863,28418,101713.5439,130656.5024,20230904, 03:27:05.3230,20230904, 05:16:20.3250,43.49957294,-66.1770255,43.24857877,-66.17698231,13.1.120.0,20230918, 09:21:57.2190,FM_Sep03_2023,1557604.387,-54.44765359,38,
10,1,LB_T01,Transect,2979,44.919885,683,9515,1415.597259,39710.63878,20230903, 20:15:08.2280,20230903, 22:42:20.2270,43.56648092,-66.47833212,43.23492285,-66.47847424,13.1.120.0,20230918, 09:22:08.1040,LB_Sep03_2023,3036744.913,-61.00305766,38,
