Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2023-09-03 21:18:30,2023-09-03 23:38:23,-66.4634186,43.56584722,-66.46440394,43.23748763,36.615335381
BP,T02,2023-09-04 00:21:08,2023-09-04 02:43:39,-66.328805,43.23218281,-66.32974175,43.56468596,37.19068385
C1,T01,2023-09-03 20:30:40,2023-09-03 22:47:19,-66.41745369,43.56562899,-66.41806491,43.23446441,41.131552707
C1,T02,2023-09-03 23:26:03,2023-09-04 01:41:52,-66.28527757,43.23494977,-66.28418547,43.56793512,40.42422611
FM,T01,2023-09-03 21:25:06,2023-09-03 23:43:06,-66.43379833,43.56368256,-66.434065,43.23480495,38.271418349
FM,T02,2023-09-04 00:24:11,2023-09-04 02:39:12,-66.29924131,43.2354553,-66.29997149,43.56636582,38.20995214
LB,T01,2023-09-03 20:15:08,2023-09-03 22:42:20,-66.47833212,43.56648092,-66.47847424,43.23492285,38.295041521
LB,T02,2023-09-03 23:31:17,2023-09-04 01:41:00,-66.34415802,43.23376448,-66.3441255,43.56655337,37.91404895
LJ,T01,2023-09-03 20:22:50,2023-09-03 22:44:56,-66.38913333,43.56573134,-66.38913333,43.23358903,37.02867183
LJ,T02,2023-09-03 23:26:03,2023-09-04 01:43:21,-66.25474461,43.23368847,-66.25488729,43.56696355,37.14112612
LM,T01,2023-09-03 20:17:16,2023-09-03 22:41:40,-66.37289049,43.56042051,-66.3738839,43.23270199,37.479603908
LM,T02,2023-09-03 23:20:47,2023-09-04 01:33:48,-66.24192429,43.23042046,-66.23863851,43.56623437,38.04153182
MS,T01,2023-09-03 20:24:48,2023-09-03 22:42:59,-66.44900367,43.5647802,-66.4485434,43.23417966,40.535198145
MS,T02,2023-09-03 23:29:51,2023-09-04 01:48:20,-66.3136074,43.23407153,-66.31449574,43.56717335,39.77118195
SL,T01,2023-09-03 21:20:59,2023-09-03 23:49:10,-66.49347167,43.56890335,-66.49330726,43.23377783,41.977761418
SL,T02,2023-09-04 00:28:57,2023-09-04 02:42:25,-66.36050736,43.23735194,-66.35965833,43.56580249,40.12107762
TM,T01,2023-09-03 20:22:32,2023-09-03 22:48:21,-66.40486672,43.56623317,-66.40441667,43.23283407,37.103223944
TM,T02,2023-09-03 23:32:09,2023-09-04 01:43:06,-66.27067235,43.23404961,-66.26935712,43.56840971,37.20458157
BP,T03,2023-09-04 03:32:51,2023-09-04 05:09:38,-66.20659134,43.50316418,-66.20105924,43.24583948,28.6416481
C1,T03,2023-09-04 02:30:30,2023-09-04 04:11:01,-66.1626726,43.49281396,-66.16498269,43.24688596,29.6459146
FM,T03,2023-09-04 03:27:05,2023-09-04 05:16:20,-66.1770255,43.49957294,-66.17698231,43.24857877,28.9429585
LB,T03,2023-09-04 02:36:34,2023-09-04 04:24:29,-66.21668333,43.50137833,-66.21675938,43.24707086,29.0702729
LJ,T03,2023-09-04 02:29:07,2023-09-04 04:14:49,-66.13768666,43.50076331,-66.13821667,43.24904356,28.0449459
LM,T03,2023-09-04 02:15:54,2023-09-04 04:04:45,-66.12517517,43.50162371,-66.122543,43.24758232,28.87926647
MS,T03,2023-09-04 02:45:15,2023-09-04 04:32:31,-66.18992255,43.50092509,-66.19055341,43.24746733,29.6061465
SL,T03,2023-09-04 03:30:29,2023-09-04 05:15:30,-66.23025644,43.5005767,-66.22932659,43.24819617,30.2594049
TM,T03,2023-09-04 02:30:24,2023-09-04 04:14:47,-66.15199239,43.50403908,-66.15159588,43.2460457,28.69401551
