Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2025-09-14 19:55:27,2025-09-14 22:15:32,-66.493884,43.56924434,-66.4932471,43.23427418,37.2501022
BP,T02,2025-09-14 22:50:34,2025-09-15 01:09:21,-66.35653911,43.23377768,-66.35651689,43.56696323,37.0630879
FM,T01,2025-09-14 21:03:01,2025-09-14 23:26:44,-66.41040833,43.56516333,-66.408853,43.23411347,38.14869227
FM,T02,2025-09-14 23:57:52,2025-09-15 02:21:40,-66.27824304,43.23467418,-66.27801539,43.56639217,37.9938789
LB,T01,2025-09-14 20:00:45,2025-09-14 22:17:34,-66.45398052,43.5669353,-66.45441211,43.23327596,37.949994229
LB,T02,2025-09-14 22:54:08,2025-09-15 01:16:10,-66.31789333,43.23265167,-66.31742227,43.55994627,37.33313459
LJ,T01,2025-09-14 20:17:41,2025-09-14 22:38:54,-66.47378667,43.563695,-66.47374908,43.23262517,36.81303604
LJ,T02,2025-09-14 23:11:52,2025-09-15 01:35:59,-66.33847067,43.23255024,-66.33729251,43.56672579,37.19364657
LM,T01,2025-09-14 20:15:18,2025-09-14 22:41:44,-66.37347807,43.57133414,-66.37580636,43.23266024,38.400932439
LM,T02,2025-09-14 23:15:44,2025-09-15 01:41:20,-66.24064276,43.23217901,-66.24010608,43.56766989,37.92744319
MS,T01,2025-09-14 19:33:39,2025-09-14 22:03:14,-66.39317197,43.56693875,-66.39509759,43.23695077,38.688057921
MS,T02,2025-09-14 22:37:57,2025-09-15 00:58:50,-66.25979105,43.23644346,-66.25943602,43.56735564,38.82132358
TM,T01,2025-09-14 20:47:20,2025-09-14 23:15:28,-66.43486728,43.56665532,-66.4324613,43.23348333,37.10847724
TM,T02,2025-09-14 23:49:20,2025-09-15 02:10:51,-66.30140627,43.23530997,-66.29829019,43.56644898,36.92570502
BP,T03,2025-09-15 01:49:39,2025-09-15 03:41:49,-66.23141398,43.50651308,-66.23002952,43.24819032,28.7624318
BP,T04,2025-09-15 04:00:15,2025-09-15 05:44:37,-66.17328983,43.24874416,-66.173465,43.50209373,28.1649754
FM,T03,2025-09-15 02:58:09,2025-09-15 04:49:05,-66.19778623,43.50107102,-66.1977507,43.24932719,28.98340332
FM,T04,2025-09-15 05:05:57,2025-09-15 06:51:22,-66.14164399,43.25169855,-66.14292873,43.49516247,27.8527056
LB,T03,2025-09-15 01:59:57,2025-09-15 04:06:02,-66.21435833,43.50305833,-66.21387478,43.24846946,29.26009464
LB,T04,2025-09-15 04:26:14,2025-09-15 06:12:07,-66.15761575,43.24865548,-66.15799348,43.50356241,28.9552702
LJ,T03,2025-09-15 02:15:53,2025-09-15 04:13:36,-66.22484224,43.50955627,-66.22208802,43.24681942,29.28012894
LJ,T04,2025-09-15 04:31:22,2025-09-15 06:16:42,-66.16580139,43.24829364,-66.16582066,43.50274697,28.330757
LM,T03,2025-09-15 02:13:10,2025-09-15 04:08:17,-66.18243175,43.50850546,-66.18015581,43.24807331,29.5768978
LM,T04,2025-09-15 04:24:00,2025-09-15 06:13:08,-66.12471279,43.24692413,-66.12840675,43.51021256,29.7244504
MS,T03,2025-09-15 01:39:50,2025-09-15 03:39:32,-66.18954987,43.50070605,-66.18963667,43.24890015,29.51161829
MS,T04,2025-09-15 04:00:06,2025-09-15 05:40:17,-66.13221021,43.24846333,-66.13307549,43.4943488,28.3701438
TM,T03,2025-09-15 02:54:34,2025-09-15 04:58:41,-66.20685272,43.50319774,-66.20588183,43.24677458,28.5673213
TM,T04,2025-09-15 05:17:29,2025-09-15 07:00:43,-66.14961012,43.24944199,-66.14968398,43.50070542,27.9595403
