Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,826,-52.81624579,0.018634261,15323.41164,5207.087268,33.98125294,German Bank,"7,753"
-35.5,274,-47.29772364,0.066469912,18112.49166,6551.712305,36.17234132,Seal Island,"7,753"
NA,NA,NA,NA,NA,NA,NA,School Survey,"7,753"
