Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,805,-52.3349011468792,0.0208767332379707,16684.2145376091,3359.74706114869,20.1372803830545,German Bank,13781
-35.5,267,-52.9510894360565,0.0178751971382099,4801.78065639283,1329.83295922279,27.6945794567339,Seal Island,13781
NA,NA,NA,NA,NA,NA,NA,School Survey,13781
