Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
BP,T01,-35.5,-54.30217837,0.0131759568229655,36.960347918
BP,T02,-35.5,-51.1348343,0.0273222568677785,36.94410367
C1,T01,-35.5,-55.9177486,0.00908291269985585,40.586277924
C1,T02,-35.5,-56.50361251,0.00793667778353607,39.73814492
FM,T01,-35.5,-48.76979086,0.0471000007451833,38.425992416
FM,T02,-35.5,-55.36280923,0.0103209358097731,37.97223828
LB,T01,-35.5,-50.47114235,0.0318336007390206,38.509904001
LB,T02,-35.5,-51.63664366,0.0243408440570856,37.83893051
LJ,T01,-35.5,-52.22712287,0.0212465154280536,36.964408493
LJ,T02,-35.5,-47.31557946,0.0658327586332782,37.07358121
LM,T01,-35.5,-54.26025725,0.0133037561217309,38.00424797
LM,T02,-35.5,-50.69105696,0.0302617684560594,37.77306395
MS,T01,-35.5,-55.82017466,0.00928929027335307,39.780145286
MS,T02,-35.5,-55.11663014,0.0109228755615953,39.45658456
TM,T01,-35.5,-57.1856658,0.00678318122210293,37.218285082
TM,T02,-35.5,-58.27826889,0.00527440058615878,37.26843606
BP,T03,-35.5,-54.08590025,0.0138487308551822,27.8098812
C1,T03,-35.5,-54.88318444,0.0115260780467043,30.7421508
FM,T03,-35.5,-54.38682138,0.0129216466848287,29.127537
LB,T03,-35.5,-48.44170048,0.0507960511684194,29.4161017
LJ,T03,-35.5,-56.09480458,0.00872006138167291,28.66076064
LM,T03,-35.5,-52.74180653,0.0188720616671958,29.0695433
MS,T03,-35.5,-52.47847743,0.0200517488778539,29.7550048
TM,T03,-35.5,-57.5306517,0.00626519842382232,27.8186348
