Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2023-07-03T01:31:27Z,2023-07-03T04:23:31Z,-65.24267184,45.05265681,-64.70788841,45.22833662,46.415914891,Actual,4,SB,46.415914891,2023-07-03T01:31:27Z,2023-07-03T04:23:31Z,10324,8.739356063708005,2023,2023-07-02
BP,T02,2023-07-03T04:57:49Z,2023-07-03T07:05:04Z,-64.78773374,45.28229924,-65.21592543,45.13555326,37.41337179,Actual,4,SB,37.41337179,2023-07-03T04:57:49Z,2023-07-03T07:05:04Z,7635,9.525292550134067,2023,2023-07-03
C1,T01,2023-07-03T00:55:36Z,2023-07-03T03:33:05Z,-65.22396737,45.09316215,-64.74337035,45.25842504,43.17383689,Actual,4,SB,43.17383689,2023-07-03T00:55:36Z,2023-07-03T03:33:05Z,9449,8.881683892502656,2023,2023-07-02
C1,T02,2023-07-03T04:06:21Z,2023-07-03T06:12:47Z,-64.82810261,45.31143703,-65.22994895,45.16906867,36.30013018000001,Actual,4,SB,36.30013018000001,2023-07-03T04:06:21Z,2023-07-03T06:12:47Z,7586,9.301561435419353,2023,2023-07-03
LJ,T01,2023-07-03T00:58:02Z,2023-07-03T03:34:35Z,-65.20475029,45.08321658,-64.72173113,45.24358554,42.226233646,Actual,4,SB,42.226233646,2023-07-03T00:58:02Z,2023-07-03T03:34:35Z,9393,8.738533164105252,2023,2023-07-02
LJ,T02,2023-07-03T04:10:48Z,2023-07-03T06:27:23Z,-64.80571286,45.29759228,-65.23255648,45.14839101,37.65116514999999,Actual,4,SB,37.65116514999999,2023-07-03T04:10:48Z,2023-07-03T06:27:23Z,8195,8.930792051882365,2023,2023-07-03
TM,T01,2023-07-03T00:48:50Z,2023-07-03T03:58:46Z,-65.23388926,45.03678377,-64.68044146,45.21586951,48.044993596,Actual,4,SB,48.044993596,2023-07-03T00:48:50Z,2023-07-03T03:58:46Z,11396,8.195136920994088,2023,2023-07-02
TM,T02,2023-07-03T04:34:08Z,2023-07-03T07:04:57Z,-64.76447882,45.27056757,-65.25883896,45.10108978,43.31807727000001,Actual,4,SB,43.31807727000001,2023-07-03T04:34:08Z,2023-07-03T07:04:57Z,9049,9.30527255172028,2023,2023-07-03
LB,T01,2023-07-03T04:20:54Z,2023-07-03T05:31:40Z,-64.83331609,45.31694443,-65.04961675,45.25012124,18.621622539999997,Actual,4,SB,18.621622539999997,2023-07-03T04:20:54Z,2023-07-03T05:31:40Z,4246,8.52507177535412,2023,2023-07-03
LB,T02,2023-07-03T03:08:30Z,2023-07-03T04:14:23Z,-65.05060987,45.26261079,-64.84864253,45.32478183,17.41543778,Actual,4,SB,17.41543778,2023-07-03T03:08:30Z,2023-07-03T04:14:23Z,3953.0000000000005,8.563831159695217,2023,2023-07-02
