Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,661,-53.4493197141207,0.0169471976636247,10599.1121644549,4988.69462273515,47.0670990676482,Main Box,5113
-35.5,77,-56.7311723428879,0.00769910025022784,579.927216274244,86.4293104935294,14.9034754824574,Northern Box,5113
-35.5,115,-58.5808389440833,0.00449273135601472,565.736169950608,221.635499240351,39.1764767770992,Eastern Box,5113
