Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,624,-57.39693596,0.00649847,4029.306172,792.5250915,19.66902136,Main Box,3560
-35.5,82,-57.53926727,0.006371563,509.8711482,130.9037547,25.67388942,Northern Box,3560
