Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer
-35.5,368.451,-42.8240371888533,0.191434427306772,68230.1020241018,48044.1459442379,70.4148821692611,Main Box
-35.5,87.27066,-37.7858128924907,0.542710953517035,51556.9207560115,30482.1753876269,59.1233435601809,Northern Box
-35.5,37.16135,-57.0773454030492,0.00677311004148191,258.438339740224,102.128717684282,39.5176341818862,Eastern Box
