Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
BP,T01,-35.5,-47.97787288,0.0565213741642656,42.345907369
BP,T02,-35.5,-63.96906527,0.00142263494723444,40.12260202
C1,T01,-35.5,-47.26340179,0.0666284669914205,41.05018552
C1,T02,-35.5,-49.34366847,0.0412698749554025,36.07794286
C1,T03,-35.5,-43.83794403,0.14662418022761,35.38343962
LM,T01,-35.5,-36.27720983,0.836140032554701,37.24343716
LM,T02,-35.5,-33.64371486,1.53330486625854,18.70719656
LM,T03,-35.5,-38.25871613,0.529820047200758,17.57521077
LM,T04,-35.5,-45.4237702,0.101770751156603,16.04618043
LM,T05,-35.5,-57.75618128,0.00594814945224225,14.90091585
BP,T03,-35.5,-59.45249326,0.00402485903111006,10.45634122
BP,T04,-35.5,-55.71300966,0.00952136105185376,11.934095
