Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T03,2025-09-28 00:25:59,2025-09-28 02:48:55,-66.29883872,43.56561082,-66.29858635,43.23378836,36.9383637
BP,T04,2025-09-28 03:22:35,2025-09-28 05:44:01,-66.43752467,43.23431445,-66.43397592,43.56640418,36.9386837
FM,T03,2025-09-28 01:34:24,2025-09-28 03:59:48,-66.2791749,43.56301146,-66.28627425,43.23101481,38.3305904
FM,T04,2025-09-28 04:32:21,2025-09-28 06:55:04,-66.416118,43.236146,-66.41276374,43.56749682,37.6096882
LB,T03,2025-09-28 00:15:04,2025-09-28 02:44:05,-66.23934969,43.56929337,-66.23999707,43.23402084,38.34325741
LB,T04,2025-09-28 03:20:40,2025-09-28 05:42:00,-66.37640671,43.23276534,-66.37528827,43.5681184,38.103251
LJ,T03,2025-09-28 00:43:33,2025-09-28 03:03:12,-66.25931297,43.56784351,-66.26002632,43.23253959,37.34032087
LJ,T04,2025-09-28 03:36:47,2025-09-28 06:01:13,-66.39579926,43.23325784,-66.39320717,43.57236963,37.7959786
LM,T03,2025-09-28 00:58:55,2025-09-28 03:13:44,-66.31836357,43.5656266,-66.32088827,43.23307772,37.54882562
LM,T04,2025-09-28 03:45:11,2025-09-28 06:05:38,-66.44928126,43.22860606,-66.45258366,43.56762314,38.37668482
MS,T03,2025-09-28 00:31:55,2025-09-28 02:56:08,-66.33812138,43.56483561,-66.33746275,43.23316573,39.1069121
MS,T04,2025-09-28 03:38:24,2025-09-28 05:56:07,-66.47552833,43.23597565,-66.47382007,43.56393722,38.0685342
TM,T03,2025-09-28 01:27:18,2025-09-28 03:53:52,-66.3555759,43.56778435,-66.35790297,43.23219083,37.3461251
TM,T04,2025-09-28 04:32:03,2025-09-28 06:50:25,-66.49526576,43.23458781,-66.49199011,43.55905805,36.1095181
BP,T01,2025-09-27 20:17:49,2025-09-27 21:58:00,-66.15040437,43.49923416,-66.1495139,43.24985066,27.743689397
BP,T02,2025-09-27 22:14:16,2025-09-27 23:56:36,-66.20562336,43.2489832,-66.20649664,43.50449496,28.44601914
FM,T01,2025-09-27 21:09:59,2025-09-27 22:58:12,-66.14009264,43.4827754,-66.14072733,43.24936,27.025230841
FM,T02,2025-09-27 23:13:31,2025-09-28 01:03:17,-66.19817534,43.24935351,-66.19955,43.50074105,28.8143876
LB,T01,2025-09-27 19:45:25,2025-09-27 21:39:48,-66.12370528,43.50885147,-66.12500782,43.24961918,29.801256181
LB,T02,2025-09-27 21:59:10,2025-09-27 23:46:38,-66.18190432,43.24854159,-66.18178833,43.50278833,29.02974911
LJ,T01,2025-09-27 20:25:13,2025-09-27 22:14:22,-66.13305923,43.50226248,-66.1336972,43.2460978,28.503108638
LJ,T02,2025-09-27 22:29:33,2025-09-28 00:16:53,-66.1894802,43.2469239,-66.19020204,43.50265925,28.47275192
LM,T01,2025-09-27 22:04:51,2025-09-27 22:26:38,-66.157695,43.302345,-66.15824383,43.24867703,6.063827495
LM,T02,2025-09-27 22:42:28,2025-09-28 00:27:01,-66.2154664,43.24905989,-66.21365084,43.502651,28.64031811
MS,T01,2025-09-27 19:34:13,2025-09-27 21:48:30,-66.16506667,43.50176,-66.16540333,43.24733416,31.05307461
MS,T02,2025-09-27 22:07:44,2025-09-27 23:50:57,-66.22258282,43.24913355,-66.22207833,43.50361322,30.18780666
TM,T01,2025-09-27 20:46:31,2025-09-27 22:46:31,-66.172939,43.50277858,-66.17427878,43.25011893,28.122517657
TM,T02,2025-09-27 23:03:31,2025-09-28 00:47:27,-66.23035776,43.25058171,-66.23200368,43.50205276,27.99776137
