Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
BP,T03,-35.5,-56.70163328,0.00758292345377687,36.9383637
BP,T04,-35.5,-57.33314647,0.00655670060243196,36.9386837
FM,T03,-35.5,-58.39946298,0.00512924804978903,38.3305904
FM,T04,-35.5,-60.58480218,0.00310112864091337,37.6096882
LB,T03,-35.5,-57.54107305,0.00625018244879762,38.34325741
LB,T04,-35.5,-53.94616868,0.0143015507642701,38.103251
LJ,T03,-35.5,-53.20890404,0.0169476542751937,37.34032087
LJ,T04,-35.5,-55.41697405,0.0101930133965457,37.7959786
LM,T03,-35.5,-56.79165192,0.00742736570463493,37.54882562
LM,T04,-35.5,-57.00571965,0.00707014034834299,38.37668482
MS,T03,-35.5,-54.67758656,0.0120848522202158,39.1069121
MS,T04,-35.5,-58.99646828,0.00447046986819551,38.0685342
TM,T03,-35.5,-55.33325828,0.0103914026175768,37.3461251
TM,T04,-35.5,-61.18062975,0.00270356630425132,36.1095181
BP,T01,-35.5,-58.98476454,0.00448253352141265,27.743689397
BP,T02,-35.5,-55.95117454,0.0090132734261704,28.44601914
FM,T01,-35.5,-56.33155516,0.00825742207573908,27.025230841
FM,T02,-35.5,-52.11991536,0.021777522143272,28.8143876
LB,T01,-35.5,-55.97119296,0.00897182314365243,29.801256181
LB,T02,-35.5,-53.54880164,0.0156718344743518,29.02974911
LJ,T01,-35.5,-51.02648876,0.0280124519116417,28.503108638
LJ,T02,-35.5,-58.23957619,0.00532160188041979,28.47275192
LM,T01,-35.5,-56.66921885,0.0076397318435318,6.063827495
LM,T02,-35.5,-54.06514305,0.0139150795993304,28.64031811
MS,T01,-35.5,-48.03270308,0.0558122707033297,31.05307461
MS,T02,-35.5,-54.89869124,0.0114849967331985,30.18780666
TM,T01,-35.5,-48.59685909,0.0490133165940631,28.122517657
TM,T02,-35.5,-57.11771949,0.00689014007330821,27.99776137
