Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,651,-55.3909939,0.010810543,6675.466156,1764.351461,26.43038583,Main Box,"5,948"
NA,87,NA,NA,NA,NA,NA,Northern Box,NA
NA,116,NA,NA,NA,NA,NA,Eastern Box,NA
