Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
FM,T01,2025-08-26T20:57:03Z,2025-08-27T00:02:31Z,-65.23865667,45.05432426,-64.70898219,45.22875523,46.44664257,Actual,9,SB,46.44664257,2025-08-26T20:57:03Z,2025-08-27T00:02:31Z,185.4666667,8.113303531,2025,2025-08-26
FM,T02,2025-08-27T00:46:55Z,2025-08-27T03:28:20Z,-64.78954176,45.28403399,-65.22847105,45.1329643,38.82755185,Actual,9,SB,38.82755185,2025-08-27T00:46:55Z,2025-08-27T03:28:20Z,161.4166667,7.792932203,2025,2025-08-27
LJ,T01,2025-08-26T20:14:17Z,2025-08-26T23:00:48Z,-65.23300571,45.09232925,-64.74389785,45.25688251,42.73931769,Actual,9,SB,42.73931769,2025-08-26T20:14:17Z,2025-08-26T23:00:48Z,166.5166667,8.315323321,2025,2025-08-26
LJ,T02,2025-08-26T23:51:29Z,2025-08-27T02:22:25Z,-64.82562189,45.31159652,-65.23334107,45.16664807,36.28671818,Actual,9,SB,36.28671818,2025-08-26T23:51:29Z,2025-08-27T02:22:25Z,150.9333333,7.788822247,2025,2025-08-26
LM,T01,2025-08-26T20:17:04Z,2025-08-26T23:08:36Z,-65.23058159,45.07394603,-64.72280478,45.24400735,44.48520076,Actual,9,SB,44.48520076,2025-08-26T20:17:04Z,2025-08-26T23:08:36Z,171.5333333,8.401876471,2025,2025-08-26
LM,T02,2025-08-26T23:54:56Z,2025-08-27T02:23:19Z,-64.80575446,45.29717387,-65.23219333,45.14880328,37.61795707,Actual,9,SB,37.61795707,2025-08-26T23:54:56Z,2025-08-27T02:23:19Z,148.3833333,8.213331424,2025,2025-08-26
MS,T01,2025-08-26T19:30:21Z,2025-08-26T22:48:53Z,-65.24871333,45.029365,-64.68311166,45.21555607,51.45150272,Actual,9,SB,51.45150272,2025-08-26T19:30:21Z,2025-08-26T22:48:53Z,198.5333333,8.396028295,2025,2025-08-26
MS,T02,2025-08-26T23:32:17Z,2025-08-27T02:55:03Z,-64.76760541,45.26884184,-65.22996069,45.11145963,44.77242486,Actual,9,SB,44.77242486,2025-08-26T23:32:17Z,2025-08-27T02:55:03Z,202.7666667,7.153578032,2025,2025-08-26
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,9,SB,NA,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,9,SB,47.77303994,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.05498095,-64.70162857,45.22985238,NA,Plan,9,SB,46.06412548,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.07359524,-64.72219048,45.2434881,NA,Plan,9,SB,44.35677781,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.09220952,-64.74275238,45.25712381,NA,Plan,9,SB,42.65108304,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.11082381,-64.76331429,45.27075952,NA,Plan,9,SB,40.94713786,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.1294381,-64.78387619,45.28439524,NA,Plan,9,SB,39.24506014,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.14805238,-64.8044381,45.29803095,NA,Plan,9,SB,37.54498414,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,9,SB,35.84707291,NA,NA,NA,NA,NA,NA
