Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer
-35.5,387.3,-42.5968323294458,0.210404505074754,75572.5826157848,41333.7460505292,54.6941028344529,Main Box
-35.5,83.3,-50.4964973857959,0.0317400354563292,2636.30262955575,252.727805561935,9.58644894287131,Northern Box
-35.5,73.9,-57.6243790687816,0.00591984694251706,453.113009462838,263.359298295924,58.1222107500587,Eastern Box
