Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,826,-49.7713956123871,0.0374448310058934,30891.60592821,8229.6287222637,26.6403395841213,German Bank,21986.027974
-35.5,294,-52.0545149875442,0.0220780845248592,6499.73771229039,925.910168857612,14.2453466561705,Seal Island,21986.027974
NA,NA,NA,NA,NA,NA,NA,School Survey,21986.027974
