Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2025-08-31 19:50:24,2025-08-31 22:24:54,-66.42512833,43.57266099,-66.42363651,43.24378656,36.932624737
BP,T02,2025-08-31 23:00:37,2025-09-01 01:19:06,-66.28609784,43.24183309,-66.28824362,43.56557348,36.02967349
FM,T01,2025-08-31 21:16:29,2025-08-31 23:36:18,-66.49319149,43.56989525,-66.493969,43.23598822,38.275392615
FM,T02,2025-09-01 00:09:34,2025-09-01 02:31:40,-66.35626638,43.23490362,-66.35477604,43.56693709,37.89795117
LB,T01,2025-08-31 19:51:25,2025-08-31 22:15:39,-66.37810597,43.56678278,-66.37814476,43.23236174,38.139269121
LB,T02,2025-08-31 22:55:12,2025-09-01 01:12:50,-66.23932194,43.23312176,-66.23992075,43.56479774,37.71235614
LJ,T01,2025-08-31 20:20:20,2025-08-31 22:44:42,-66.40128999,43.56620991,-66.40062161,43.23239464,37.142627212
LJ,T02,2025-08-31 23:19:59,2025-09-01 01:45:06,-66.26317236,43.23278286,-66.26300833,43.56603643,37.08216451
LM,T01,2025-08-31 20:22:15,2025-08-31 22:43:22,-66.44690123,43.5663209,-66.44625909,43.23534503,37.446742301
LM,T02,2025-08-31 23:16:14,2025-09-01 01:40:01,-66.30970495,43.23453551,-66.30882674,43.56527442,37.44845158
MS,T01,2025-08-31 20:03:12,2025-08-31 22:19:42,-66.4690138,43.56130333,-66.47034763,43.23322462,38.255058107
MS,T02,2025-08-31 22:59:27,2025-09-01 01:24:10,-66.33239019,43.23558082,-66.33229,43.5639349,38.95081047
BP,T03,2025-09-01 01:54:45,2025-09-01 03:51:49,-66.20123358,43.50217396,-66.20128508,43.23277146,29.96524151
BP,T04,2025-09-01 04:10:17,2025-09-01 05:56:28,-66.14413172,43.24812125,-66.14405672,43.50453821,28.5067665
FM,T03,2025-09-01 03:12:54,2025-09-01 05:01:06,-66.23138149,43.50175202,-66.22961004,43.24945855,29.0429964
FM,T04,2025-09-01 05:17:43,2025-09-01 07:05:47,-66.17292833,43.25045278,-66.17335981,43.50197652,28.8141907
LB,T03,2025-09-01 01:45:53,2025-09-01 03:37:21,-66.18186247,43.50158605,-66.18261333,43.24588167,29.2020277
LB,T04,2025-09-01 03:58:01,2025-09-01 05:42:46,-66.1242299,43.24873253,-66.12460807,43.50745542,29.3101907
LJ,T03,2025-09-01 02:18:39,2025-09-01 04:07:12,-66.19243871,43.50230643,-66.19168833,43.24798464,28.2967726
LJ,T04,2025-09-01 04:25:44,2025-09-01 06:09:39,-66.13470245,43.24887894,-66.13472228,43.50095545,28.0385322
LM,T03,2025-09-01 02:19:01,2025-09-01 04:09:39,-66.21126466,43.50131966,-66.21029127,43.24834459,28.65950747
LM,T04,2025-09-01 04:27:07,2025-09-01 06:13:02,-66.15463417,43.2474658,-66.15514078,43.51244685,29.8826836
MS,T03,2025-09-01 02:11:31,2025-09-01 04:00:11,-66.22187502,43.5023581,-66.22047167,43.24766225,29.7514737
MS,T04,2025-09-01 04:19:45,2025-09-01 06:07:50,-66.16257799,43.24847735,-66.16160667,43.5179246,31.3857445
