Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
BP,T01,-35.5,-60.71868707,0.00300698521687071,36.932624737
BP,T02,-35.5,-48.77833857,0.0470073904930377,36.02967349
FM,T01,-35.5,-50.54156376,0.0313215772820284,38.275392615
FM,T02,-35.5,-49.8686825,0.0365705717315992,37.89795117
LB,T01,-35.5,-52.17773914,0.0214894888764639,38.139269121
LB,T02,-35.5,-49.3987564,0.0407496947639082,37.71235614
LJ,T01,-35.5,-55.73669253,0.00946958064620654,37.142627212
LJ,T02,-35.5,-48.21771783,0.0534845340940758,37.08216451
LM,T01,-35.5,-53.21098349,0.0169395414933336,37.446742301
LM,T02,-35.5,-44.22089896,0.134248704669997,37.44845158
MS,T01,-35.5,-54.7767736,0.011811978287938,38.255058107
MS,T02,-35.5,-49.14135161,0.043237924515262,38.95081047
BP,T03,-35.5,-53.75068888,0.0149599834129564,29.96524151
BP,T04,-35.5,-56.26077176,0.00839310824117918,28.5067665
FM,T03,-35.5,-49.14660554,0.0431856485404652,29.0429964
FM,T04,-35.5,-55.16993484,0.0107896291048429,28.8141907
LB,T03,-35.5,-52.51274687,0.0198941465572029,29.2020277
LB,T04,-35.5,-52.17467406,0.0215046606674842,29.3101907
LJ,T03,-35.5,-53.41728714,0.0161536729561506,28.2967726
LJ,T04,-35.5,-53.61942707,0.0154190385058465,28.0385322
LM,T03,-35.5,-49.32330425,0.0414638452523952,28.65950747
LM,T04,-35.5,-51.71136964,0.0239256109239444,29.8826836
MS,T03,-35.5,-51.04230446,0.027910624504312,29.7514737
MS,T04,-35.5,-52.20865714,0.0213370456315306,31.3857445
