Plant,Date,Method ,Harvest_Site,Boat,bait_%,small_%,med_%,large_%,,,,,,,,,,,,,,,,,
Sea Life,24-Jul-17,1,German Bank,Sealife II,,9.6,,,,,,,,,,,,,,,,,,,
Sea Life,24-Jul-17,1,German Bank,Sealife II,,11.6,,,,,,,,,,,,,,,,,,,
Sea Life,24-Jul-17,1,German Bank,Lady Melissa,,8,,,,,,,,,,,,,,,,,,,
Sea Life,24-Jul-17,1,German Bank,Lady Melissa,,9.6,,,,,,,,,,,,,,,,,,,
Sea Life,24-Jul-17,1,German Bank,Lady Melissa,,13.2,,,,,,,,,,,,,,,,,,,
Sea Life,24-Jul-17,1,German Bank,Lady Melissa,,9.8,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Janice,,15,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Janice,,13.6,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Janice,,16,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Janice,,13,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,14.4,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,13,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,11.4,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,14.4,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,14.2,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,11,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,10.2,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,10.8,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,14,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,12.2,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,14.8,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,11.4,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,14,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,14,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,13,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,10.4,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,10.8,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,14.2,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,15,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,,13,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Melissa,,12.4,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Melissa,,15,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Melissa,,11.8,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Melissa,,12.4,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Melissa,,12.8,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Melissa,,13,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Melissa,,11.8,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Melissa,,14.8,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Janice,10.2,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Janice,11.4,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Janice,10.4,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Janice,12.2,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,10.8,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,8,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,9.6,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Sealife II,10,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Melissa,9,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Melissa,9,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Melissa,11.8,,,,,,,,,,,,,,,,,,,,
Sea Life,26-Jul-17,1,German Bank,Lady Melissa,9.8,,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Sealife II,,11.2,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Sealife II,,9.8,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Sealife II,,10,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Sealife II,,12.2,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Sealife II,,11.4,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Sealife II,,12.2,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Sealife II,,13.4,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Sealife II,,11.4,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Melissa,,17,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Melissa,,13.2,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Melissa,,13.2,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Melissa,,13.8,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Melissa,,12.4,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Melissa,,11.8,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Melissa,,12.2,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Melissa,,,14,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Janice,,15.2,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Janice,,11.8,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Janice,,10.2,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Janice,,9.6,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Janice,,13.6,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Janice,,11.8,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Janice,,13.8,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Janice,,,11.6,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Melissa,11.2,,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Melissa,8.2,,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Melissa,9.8,,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Lady Melissa,9.8,,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Sealife II,9,,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Sealife II,8.6,,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Sealife II,9,,,,,,,,,,,,,,,,,,,,
Sea Life,27-Jul-17,1,German Bank,Sealife II,9.6,,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Janice,,5.2,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Janice,,14.4,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Janice,,9.2,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Janice,,5,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Janice,,9,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Janice,,9.2,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Janice,,6.6,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Janice,,,6.4,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Melissa,,10,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Melissa,,9.2,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Melissa,,9.6,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Melissa,,7.6,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Melissa,,4.8,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Melissa,,8,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Melissa,,9.6,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Melissa,,8.6,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Janice,3.6,,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Janice,4.8,,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Janice,8,,,,,,,,,,,,,,,,,,,,
Sea Life,31-Jul-17,1,German Bank,Lady Janice,5,,,,,,,,,,,,,,,,,,,,
Sea Life,09-Aug-17,1,Lurcher,Sealife II,4,,,,,,,,,,,,,,,,,,,,
Sea Life,09-Aug-17,1,Lurcher,Sealife II,5,,,,,,,,,,,,,,,,,,,,
Sea Life,09-Aug-17,1,Lurcher,Sealife II,7.8,,,,,,,,,,,,,,,,,,,,
Sea Life,09-Aug-17,1,Lurcher,Sealife II,5.8,,,,,,,,,,,,,,,,,,,,
Sea Life,09-Aug-17,1,Lurcher,Sealife II,3.4,,,,,,,,,,,,,,,,,,,,
Sea Life,09-Aug-17,1,Lurcher,Sealife II,6.4,,,,,,,,,,,,,,,,,,,,
Sea Life,09-Aug-17,1,Lurcher,Sealife II,7,,,,,,,,,,,,,,,,,,,,
Sea Life,09-Aug-17,1,Lurcher,Sealife II,6.4,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Lady Janice,9.2,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Lady Janice,5.4,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Lady Janice,7.4,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Lady Janice,9.6,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Lady Melissa,8.2,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Lady Melissa,3,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Lady Melissa,7.8,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Lady Melissa,8.6,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Sealife II,5.6,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Sealife II,7.2,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Sealife II,7,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Sealife II,5.4,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Sealife II,4.4,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Sealife II,8.8,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Sealife II,7.6,,,,,,,,,,,,,,,,,,,,
Sea Life,10-Aug-17,1,Lurcher,Sealife II,6.6,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Aug-17,1,Lurcher,Lady Melissa/Janice,8.4,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Aug-17,1,Lurcher,Lady Melissa/Janice,5,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Aug-17,1,Lurcher,Lady Melissa/Janice,6,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Aug-17,1,Lurcher,Lady Melissa/Janice,13,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Aug-17,1,Lurcher,Sealife II,12.2,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Aug-17,1,Lurcher,Sealife II,7,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Aug-17,1,Lurcher,Sealife II,9.2,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Aug-17,1,Lurcher,Sealife II,6,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Aug-17,1,Lurcher,Sealife II,6,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Aug-17,1,Lurcher,Sealife II,10.2,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Aug-17,1,Lurcher,Sealife II,6.6,,,,,,,,,,,,,,,,,,,,
Sea Life,11-Aug-17,1,Lurcher,Sealife II,10,,,,,,,,,,,,,,,,,,,,
Sea Life,13-Aug-17,1,Scot's Bay,Sealife II,,4.4,,,,,,,,,,,,,,,,,,,
Sea Life,13-Aug-17,1,Scot's Bay,Sealife II,,7.4,,,,,,,,,,,,,,,,,,,
Sea Life,13-Aug-17,1,Scot's Bay,Sealife II,,7.2,,,,,,,,,,,,,,,,,,,
Sea Life,13-Aug-17,1,Scot's Bay,Sealife II,,4.2,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Weir,Caroline B,11.8,,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Weir,Caroline B,9.2,,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Weir,Caroline B,8.4,,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Weir,Caroline B,7.8,,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Sealife II,5.8,,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Sealife II,2.8,,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Sealife II,4.4,,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Sealife II,5.8,,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Lady Janice,,7.2,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Lady Janice,,6.4,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Lady Janice,,10,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Lady Janice,,7.4,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Lady Janice,,4.2,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Lady Janice,,5.4,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Lady Janice,,7.6,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Lady Janice,,6,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Sealife II,,4.8,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Sealife II,,7.8,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Sealife II,,7.4,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Sealife II,,4.8,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Sealife II,,4.6,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Sealife II,,8.8,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Sealife II,,9.2,,,,,,,,,,,,,,,,,,,
Sea Life,14-Aug-17,1,Scot's Bay,Sealife II,,4.8,,,,,,,,,,,,,,,,,,,
Sea Life,13-Aug-17,1,Scot's Bay,Sealife II,,4.4,,,,,,,,,,,,,,,,,,,
Sea Life,13-Aug-17,1,Scot's Bay,Sealife II,,4.4,,,,,,,,,,,,,,,,,,,
Sea Life,13-Aug-17,1,Scot's Bay,Sealife II,,5.8,,,,,,,,,,,,,,,,,,,
Sea Life,13-Aug-17,1,Scot's Bay,Sealife II,,4.8,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Lady Melissa,,9.4,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Lady Melissa,,8,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Lady Melissa,,11.4,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Lady Melissa,,9.4,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Lady Melissa,,11,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Lady Melissa,,10.6,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Lady Melissa,,7.8,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Lady Melissa,,11,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Sealife II,,9,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Sealife II,,6.6,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Sealife II,,9.4,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Sealife II,,6.6,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Lady Janice,,8,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Lady Janice,,11.4,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Lady Janice,,7.2,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Lady Janice,,11.8,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Sealife II/Lady Melissa,7.4,,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Sealife II/Lady Melissa,10.6,,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Sealife II/Lady Melissa,10.8,,,,,,,,,,,,,,,,,,,,
Sea Life,17-Aug-17,1,German Bank,Sealife II/Lady Melissa,10.4,,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Janice,,11.8,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Janice,,9.2,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Janice,,8,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Janice,,7.2,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Janice,,8.4,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Janice,,6.8,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Janice,,9.4,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Janice,,,12.6,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Sealife II,,11.4,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Sealife II,,4.4,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Sealife II,,11.8,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Sealife II,,5.8,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Sealife II,,8.4,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Sealife II,,7.8,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Sealife II,,9.2,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Sealife II,,5.6,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Melissa,,8.4,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Melissa,,6,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Melissa,,8.4,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Melissa,,6.2,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Melissa,,7,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Melissa,,9,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Melissa,,9.4,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Melissa,,8.6,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Janice,7,,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Janice,9,,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Janice,6.8,,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Janice,5.6,,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Sealife II,5.4,,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Sealife II,7.8,,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Sealife II,7.2,,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Sealife II,6.8,,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Melissa,4.6,,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Melissa,4,,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Melissa,5,,,,,,,,,,,,,,,,,,,,
Sea Life,21-Aug-17,1,German Bank,Lady Melissa,5,,,,,,,,,,,,,,,,,,,,
Sea Life,22-Aug-17,1,German Bank,Lady Janice,,4.8,,,,,,,,,,,,,,,,,,,
Sea Life,22-Aug-17,1,German Bank,Lady Janice,,8,,,,,,,,,,,,,,,,,,,
Sea Life,22-Aug-17,1,German Bank,Lady Janice,,8.8,,,,,,,,,,,,,,,,,,,
Sea Life,22-Aug-17,1,German Bank,Lady Janice,,8.8,,,,,,,,,,,,,,,,,,,
Sea Life,22-Aug-17,1,German Bank,Lady Melissa,,7.4,,,,,,,,,,,,,,,,,,,
Sea Life,22-Aug-17,1,German Bank,Lady Melissa,,6.8,,,,,,,,,,,,,,,,,,,
Sea Life,22-Aug-17,1,German Bank,Lady Melissa,,4.8,,,,,,,,,,,,,,,,,,,
Sea Life,22-Aug-17,1,German Bank,Lady Melissa,,4.4,,,,,,,,,,,,,,,,,,,
Sea Life,22-Aug-17,1,German Bank,Sealife II,,8,,,,,,,,,,,,,,,,,,,
Sea Life,22-Aug-17,1,German Bank,Sealife II,,,11.2,,,,,,,,,,,,,,,,,,
Sea Life,22-Aug-17,1,German Bank,Sealife II,,8.8,,,,,,,,,,,,,,,,,,,
Sea Life,22-Aug-17,1,German Bank,Sealife II,,10,,,,,,,,,,,,,,,,,,,
Sea Life,23-Aug-17,1,German Bank,Lady Janice,,7.6,,,,,,,,,,,,,,,,,,,
Sea Life,23-Aug-17,1,German Bank,Lady Janice,,4.6,,,,,,,,,,,,,,,,,,,
Sea Life,23-Aug-17,1,German Bank,Lady Janice,,5.8,,,,,,,,,,,,,,,,,,,
Sea Life,23-Aug-17,1,German Bank,Lady Janice,,10.2,,,,,,,,,,,,,,,,,,,
Sea Life,23-Aug-17,1,German Bank,Sealife II,,8.8,,,,,,,,,,,,,,,,,,,
Sea Life,23-Aug-17,1,German Bank,Lady Melissa,,5.6,,,,,,,,,,,,,,,,,,,
Sea Life,23-Aug-17,1,German Bank,Lady Melissa,,4.6,,,,,,,,,,,,,,,,,,,
Sea Life,23-Aug-17,1,German Bank,Lady Melissa,,6.6,,,,,,,,,,,,,,,,,,,
Sea Life,25-Aug-17,1,Northeast Bank,Lady Janice,5.4,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Aug-17,1,Northeast Bank,Lady Janice,8.4,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Aug-17,1,Northeast Bank,Lady Janice,8.8,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Aug-17,1,Northeast Bank,Lady Janice,7.8,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Aug-17,1,Northeast Bank,Sealife II,5,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Aug-17,1,Northeast Bank,Sealife II,11,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Aug-17,1,Northeast Bank,Sealife II,11.8,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Aug-17,1,Northeast Bank,Sealife II,10.4,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Aug-17,1,Northeast Bank,Lady Melissa,6.2,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Aug-17,1,Northeast Bank,Lady Melissa,9.4,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Aug-17,1,Northeast Bank,Lady Melissa,10.2,,,,,,,,,,,,,,,,,,,,
Sea Life,25-Aug-17,1,Northeast Bank,Lady Melissa,8,,,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Sealife II,,5,,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Sealife II,,6.6,,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Sealife II,,5.2,,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Sealife II,,4.8,,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Sealife II,,3,,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Sealife II,,8.4,,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Sealife II,,3.2,,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Sealife II,,6.4,,,,,,,,,,,,,,,,,,,
Sea Life,28-Aug-17,1,Scots Bay,Lady Melissa,,8.6,,,,,,,,,,,,,,,,,,,
