Plant,Date,Method ,Harvest_Site,Boat,bait_%,small_%,med_%,large_%,,,,,,,,,,,,,,,,,
Sea Life,31-May-17,1,The Patch,Lady Melissa,,,13,,,,,,,,,,,,,,,,,,
Sea Life,31-May-17,1,The Patch,Lady Melissa,,,11.2,,,,,,,,,,,,,,,,,,
Sea Life,02-Jun-17,1,The Patch,Lady Janice,,,10.6,,,,,,,,,,,,,,,,,,
Sea Life,02-Jun-17,1,The Patch,Lady Janice,,,11,,,,,,,,,,,,,,,,,,
Sea Life,02-Jun-17,1,The Patch,Lady Janice,,15,11.4,,,,,,,,,,,,,,,,,,
Sea Life,02-Jun-17,1,The Patch,Lady Janice,,,10.6,,,,,,,,,,,,,,,,,,
Sea Life,02-Jun-17,1,The Patch,Lady Janice,,,11,,,,,,,,,,,,,,,,,,
Sea Life,02-Jun-17,1,The Patch,Lady Janice,,15,11.4,,,,,,,,,,,,,,,,,,
Sea Life,02-Jun-17,1,The Patch,Lady Melissa,,13,,,,,,,,,,,,,,,,,,,
Sea Life,02-Jun-17,1,The Patch,Lady Melissa,,10.4,14,,,,,,,,,,,,,,,,,,
Sea Life,02-Jun-17,1,The Patch,Lady Melissa,,11.2,,,,,,,,,,,,,,,,,,,
Sea Life,02-Jun-17,1,The Patch,Lady Melissa,,13,,,,,,,,,,,,,,,,,,,
Sea Life,02-Jun-17,1,The Patch,Lady Melissa,,10.4,14,,,,,,,,,,,,,,,,,,
Sea Life,02-Jun-17,1,The Patch,Lady Melissa,,11.2,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,3.5,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,4.2,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,15.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,11.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,5.2,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,7.2,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,13.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,11.6,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,3.5,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,4.2,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,15.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,11.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,5.2,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,7.2,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,13.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Janice,,11.6,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,,13.2,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,,14.2,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,8.8,9.4,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,,3.8,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,5.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,11.8,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,11.6,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,,13.2,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,,14.2,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,8.8,9.4,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,,3.8,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,5.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,11.8,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Lady Melissa,,11.6,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Sealife II,,10.2,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Sealife II,,7.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Sealife II,,4.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Sealife II,,4.2,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Sealife II,,10.2,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Sealife II,,7.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Sealife II,,4.4,,,,,,,,,,,,,,,,,,,
Sea Life,08-Jun-17,1,Teardrop,Sealife II,,4.2,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,9.4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,5.4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,5.2,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,14.2,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,10.6,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,8.2,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,6,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,9.4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,9.4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,5.4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,5.2,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,14.2,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,10.6,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,8.2,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,6,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Lady Melissa,,9.4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,13.6,12,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,11.8,8.8,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,7.6,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,5.8,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,13,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,6.2,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,7,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,5.6,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,5.4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,13.6,12,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,11.8,8.8,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,7.6,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,5.8,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,13,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,6.2,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,7,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,4,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,5.6,,,,,,,,,,,,,,,,,,,
Sea Life,09-Jun-17,1,Teardrop,Sealife II,,5.4,,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Janice,9.4,8,6.8,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Janice,6.2,10.6,11.6,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Janice,6.8,7,12.6,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Janice,,11.2,12.4,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Janice,,6,,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Janice,,10.6,,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Janice,,7.4,,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Janice,,9.6,,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Melissa,4.2,5.8,4,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Melissa,6,8,10,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Melissa,7,4.6,,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Melissa,4.4,9.6,,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Melissa,,9,,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Lady Melissa,,9,,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Sealife II,8,4.2,,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Sealife II,10.2,8.6,,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Sealife II,6.6,11.4,,,,,,,,,,,,,,,,,,,
Sea Life,13-Jun-17,1,Teardrop,Sealife II,7.6,6.6,,,,,,,,,,,,,,,,,,,
Sea Life,15-Jun-17,1,Teardrop,Lady Janice,9.4,12.8,12.2,,,,,,,,,,,,,,,,,,
Sea Life,15-Jun-17,1,Teardrop,Lady Janice,5,11,,,,,,,,,,,,,,,,,,,
Sea Life,15-Jun-17,1,Teardrop,Lady Janice,7.2,10.2,,,,,,,,,,,,,,,,,,,
Sea Life,15-Jun-17,1,Teardrop,Lady Janice,8.2,6.6,,,,,,,,,,,,,,,,,,,
Sea Life,15-Jun-17,1,Teardrop,Lady Janice,,5.8,,,,,,,,,,,,,,,,,,,
