Ground,Vessel,Type,Filets,Size,Average,Month,Day,Year,Time,Date
Tear Drop,Leroy & Barry,Fillets,10.16,NA,8.675,6,20,2018,9:03,2018-6-20
Tear Drop,Leroy & Barry,Fillets,10.16,NA,9.4875,6,20,2018,9:04,2018-6-20
Tear Drop,Leroy & Barry,Fillets,10.16,NA,11.1375,6,20,2018,9:05,2018-6-20
Tear Drop,Leroy & Barry,Fillets,10.16,NA,11.1,6,20,2018,9:06,2018-6-20
Tear Drop,Leroy & Barry,Fillets,10.16,NA,16.625,6,20,2018,9:18,2018-6-20
Tear Drop,Leroy & Barry,Fillets,10.16,NA,11.7875,6,20,2018,9:19,2018-6-20
Tear Drop,Leroy & Barry,Bait,NA,23-30.5,14.5375,6,20,2018,9:20,2018-6-20
Tear Drop,Leroy & Barry,Bait,NA,23-30.5,10.8875,6,20,2018,9:21,2018-6-20
Tear Drop,Leroy & Barry,Bait,NA,23-30.5,8.1875,6,20,2018,9:22,2018-6-20
Tear Drop,Leroy & Barry,Bait,NA,23-30.5,8.35,6,20,2018,9:25,2018-6-20
Tear Drop,Leroy & Barry,Bait,NA,23-30.5,7.625,6,20,2018,9:26,2018-6-20
Tear Drop,Leroy & Barry,Bait,NA,23-30.5,8.8125,6,20,2018,9:27,2018-6-20
Tear Drop,Leroy & Barry,Bait,NA,23-30.5,7.5875,6,20,2018,9:27,2018-6-20
Tear Drop,Leroy & Barry,Bait,NA,23-30.5,11.15,6,20,2018,9:28,2018-6-20
Scots,Leroy & Barry,Fillets,10.16,NA,4.2125,6,25,2018,7:47,2018-6-25
Scots,Leroy & Barry,Fillets,10.16,NA,4.025,6,25,2018,7:48,2018-6-25
Scots,Leroy & Barry,Fillets,10.16,NA,3.0125,6,25,2018,7:49,2018-6-25
Scots,Leroy & Barry,Fillets,10.16,NA,3.3125,6,25,2018,7:49,2018-6-25
Scots,Leroy & Barry,Fillets,10.16,NA,4.3375,6,25,2018,7:50,2018-6-25
Prong,Leroy & Barry,Bait,NA,18-20.5,9,6,28,2018,8:09,2018-6-28
Prong,Leroy & Barry,Bait,NA,18-20.5,9.4375,6,28,2018,8:10,2018-6-28
Prong,Leroy & Barry,Bait,NA,18-20.5,9.725,6,28,2018,8:11,2018-6-28
Prong,Leroy & Barry,Bait,NA,18-20.5,8.275,6,28,2018,8:12,2018-6-28
Prong,Leroy & Barry,Bait,NA,18-20.5,7.9125,6,28,2018,8:13,2018-6-28
Prong,Leroy & Barry,Bait,NA,18-20.5,9.7375,6,30,2018,7:12,2018-6-30
Prong,Leroy & Barry,Bait,NA,18-20.5,8.1125,6,30,2018,7:13,2018-6-30
Prong,Leroy & Barry,Bait,NA,18-20.5,9.525,6,30,2018,7:14,2018-6-30
Prong,Leroy & Barry,Bait,NA,18-20.5,9.8,6,30,2018,7:16,2018-6-30
Prong,Leroy & Barry,Bait,NA,18-20.5,7.4625,6,30,2018,7:16,2018-6-30
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,5.95,7,3,2018,7:53,2018-7-3
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,7.175,7,3,2018,7:54,2018-7-3
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,7.9875,7,3,2018,7:55,2018-7-3
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,10.5625,7,3,2018,7:55,2018-7-3
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,6.6,7,3,2018,7:56,2018-7-3
Grand Manan,Morning Star,Bait,NA,20.5-23,8.3,7,4,2018,7:10,2018-7-4
Grand Manan,Morning Star,Bait,NA,20.5-23,4.875,7,4,2018,7:11,2018-7-4
Grand Manan,Morning Star,Bait,NA,20.5-23,6.8125,7,4,2018,7:13,2018-7-4
Grand Manan,Morning Star,Bait,NA,20.5-23,6.175,7,4,2018,7:14,2018-7-4
Grand Manan,Morning Star,Bait,NA,20.5-23,8.7625,7,4,2018,7:15,2018-7-4
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,8.4875,7,4,2018,9:53,2018-7-4
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,8.0875,7,4,2018,9:54,2018-7-4
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,9.925,7,4,2018,9:54,2018-7-4
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,5.175,7,4,2018,9:55,2018-7-4
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,7.3875,7,4,2018,9:56,2018-7-4
Grand Manan,Morning Star,Bait,NA,20.5-23,6.8875,7,5,2018,12:44,2018-7-5
Grand Manan,Morning Star,Bait,NA,20.5-23,7.1125,7,5,2018,12:45,2018-7-5
Grand Manan,Morning Star,Bait,NA,20.5-23,6.075,7,5,2018,12:46,2018-7-5
Grand Manan,Morning Star,Bait,NA,20.5-23,5.0875,7,5,2018,12:46,2018-7-5
Grand Manan,Morning Star,Bait,NA,20.5-23,6.6,7,5,2018,12:47,2018-7-5
Long Island Shoal,Morning Star,Bait,NA,20.5-23,4.9375,7,5,2018,14:53,2018-7-5
Long Island Shoal,Morning Star,Bait,NA,20.5-23,5.9375,7,5,2018,14:54,2018-7-5
Long Island Shoal,Morning Star,Bait,NA,20.5-23,5.275,7,5,2018,14:55,2018-7-5
Long Island Shoal,Morning Star,Bait,NA,20.5-23,4.4,7,5,2018,14:56,2018-7-5
Long Island Shoal,Morning Star,Bait,NA,20.5-23,6.4125,7,5,2018,14:57,2018-7-5
Scots,Leroy & Barry,Fillets,10.16,NA,5.7125,7,9,2018,15:29,2018-7-9
Scots,Leroy & Barry,Fillets,10.16,NA,5.6375,7,9,2018,15:30,2018-7-9
Scots,Leroy & Barry,Fillets,10.16,NA,7.775,7,9,2018,15:30,2018-7-9
Scots,Leroy & Barry,Fillets,10.16,NA,7.325,7,9,2018,15:31,2018-7-9
Scots,Leroy & Barry,Fillets,10.16,NA,6.5,7,9,2018,15:32,2018-7-9
Scots,Morning Star,Fillets,10.16,NA,5.025,7,10,2018,9:04,2018-7-10
Scots,Morning Star,Fillets,10.16,NA,6.95,7,10,2018,9:05,2018-7-10
Scots,Morning Star,Fillets,10.16,NA,6.775,7,10,2018,9:06,2018-7-10
Scots,Morning Star,Fillets,10.16,NA,4.35,7,10,2018,9:07,2018-7-10
Scots,Morning Star,Fillets,10.16,NA,4.325,7,10,2018,9:08,2018-7-10
Scots,Morning Star,Fillets,10.16,NA,6.225,7,10,2018,9:10,2018-7-10
Scots,Morning Star,Fillets,10.16,NA,5.3625,7,10,2018,9:11,2018-7-10
Scots,Morning Star,Fillets,10.16,NA,6.675,7,10,2018,9:12,2018-7-10
Scots,Morning Star,Fillets,10.16,NA,5.2375,7,10,2018,9:12,2018-7-10
Scots,Leroy & Barry,Fillets,10.16,NA,6.3625,7,10,2018,9:13,2018-7-10
Scots,Leroy & Barry,Fillets,10.16,NA,6.1,7,10,2018,15:44,2018-7-10
Scots,Leroy & Barry,Fillets,10.16,NA,5.4,7,10,2018,15:45,2018-7-10
Scots,Leroy & Barry,Fillets,10.16,NA,4.5375,7,10,2018,15:46,2018-7-10
Scots,Leroy & Barry,Fillets,10.16,NA,6.4625,7,10,2018,15:47,2018-7-10
Scots,Leroy & Barry,Fillets,10.16,NA,5.125,7,10,2018,15:48,2018-7-10
Scots,Morning Star,Fillets,10.16,NA,5.3875,7,11,2018,12:31,2018-7-11
Scots,Morning Star,Fillets,10.16,NA,5.175,7,11,2018,12:32,2018-7-11
Scots,Morning Star,Fillets,10.16,NA,4.4875,7,11,2018,12:33,2018-7-11
Scots,Morning Star,Fillets,10.16,NA,3.7375,7,11,2018,12:34,2018-7-11
Scots,Morning Star,Fillets,10.16,NA,6.1,7,11,2018,12:35,2018-7-11
Scots,Morning Star,Fillets,10.16,NA,5.0125,7,11,2018,15:26,2018-7-11
Scots,Morning Star,Fillets,10.16,NA,5.1125,7,11,2018,15:28,2018-7-11
Scots,Morning Star,Fillets,10.16,NA,4.45,7,11,2018,15:31,2018-7-11
Scots,Morning Star,Fillets,10.16,NA,5.65,7,11,2018,15:32,2018-7-11
Scots,Morning Star,Fillets,10.16,NA,4.575,7,11,2018,15:33,2018-7-11
Grand Manan,Morning Star,Bait,NA,18-20.5,9,7,12,2018,8:15,2018-7-12
Grand Manan,Morning Star,Bait,NA,18-20.5,7.125,7,12,2018,8:16,2018-7-12
Grand Manan,Morning Star,Bait,NA,18-20.5,9.975,7,12,2018,8:18,2018-7-12
Grand Manan,Morning Star,Bait,NA,18-20.5,7.0875,7,12,2018,8:19,2018-7-12
Grand Manan,Morning Star,Bait,NA,18-20.5,7.8375,7,12,2018,8:19,2018-7-12
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,7,7,12,2018,9:10,2018-7-12
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,7.9375,7,12,2018,9:11,2018-7-12
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,6.575,7,12,2018,9:12,2018-7-12
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,10.0375,7,12,2018,9:13,2018-7-12
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,7.65,7,12,2018,9:14,2018-7-12
Grand Manan,Morning Star,Bait,NA,18-20.5,6.2125,7,13,2018,7:39,2018-7-13
Grand Manan,Morning Star,Bait,NA,18-20.5,8.125,7,13,2018,7:40,2018-7-13
Grand Manan,Morning Star,Bait,NA,18-20.5,5.85,7,13,2018,7:41,2018-7-13
Grand Manan,Morning Star,Bait,NA,18-20.5,7.4,7,13,2018,7:42,2018-7-13
Grand Manan,Morning Star,Bait,NA,18-20.5,8.3,7,13,2018,7:43,2018-7-13
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,6.1875,7,13,2018,9:39,2018-7-13
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,7.5,7,13,2018,9:40,2018-7-13
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,5.65,7,13,2018,9:40,2018-7-13
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,6.5625,7,13,2018,9:41,2018-7-13
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,5.7875,7,13,2018,9:42,2018-7-13
Grand Manan,Morning Star,Bait,NA,18-20.5,9.575,7,16,2018,8:06,2018-7-16
Grand Manan,Morning Star,Bait,NA,18-20.5,5.9875,7,16,2018,8:07,2018-7-16
Grand Manan,Morning Star,Bait,NA,18-20.5,7.8125,7,16,2018,8:08,2018-7-16
Grand Manan,Morning Star,Bait,NA,18-20.5,6.5875,7,16,2018,8:09,2018-7-16
Grand Manan,Morning Star,Bait,NA,18-20.5,7.225,7,16,2018,8:09,2018-7-16
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,7.925,7,16,2018,11:30,2018-7-16
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,8.65,7,16,2018,11:31,2018-7-16
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,7.0375,7,16,2018,11:31,2018-7-16
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,7.1,7,16,2018,11:32,2018-7-16
Grand Manan,Leroy & Barry,Bait,NA,18-20.5,6.9625,7,16,2018,11:33,2018-7-16
Scots,Morning Star,Fillet,16-Oct,NA,4.5625,7,23,2018,8:40,2018-7-23
Scots,Morning Star,Fillet,16-Oct,NA,4.9625,7,23,2018,8:41,2018-7-23
Scots,Morning Star,Fillet,16-Oct,NA,6.1875,7,23,2018,8:41,2018-7-23
Scots,Morning Star,Fillet,16-Oct,NA,4.7,7,23,2018,8:42,2018-7-23
Scots,Morning Star,Fillet,16-Oct,NA,6.8625,7,23,2018,8:43,2018-7-23
Scots,Morning Star,Fillet,20-Oct,NA,7.7875,7,25,2018,11:16,2018-7-25
Scots,Morning Star,Fillet,20-Oct,NA,7.4625,7,25,2018,11:17,2018-7-25
Scots,Morning Star,Fillet,20-Oct,NA,6.475,7,25,2018,11:18,2018-7-25
Scots,Morning Star,Fillet,20-Oct,NA,6.4125,7,25,2018,11:20,2018-7-25
Scots,Morning Star,Fillet,20-Oct,NA,5.35,7,25,2018,11:21,2018-7-25
Grand Manan,Morning Star,Bait,NA,18-20.5,6.325,7,26,2018,7:40,2018-7-26
Grand Manan,Morning Star,Bait,NA,18-20.5,6.3125,7,26,2018,7:41,2018-7-26
Grand Manan,Morning Star,Bait,NA,18-20.5,7.825,7,26,2018,7:42,2018-7-26
Grand Manan,Morning Star,Bait,NA,18-20.5,5.2125,7,26,2018,7:42,2018-7-26
Grand Manan,Morning Star,Bait,NA,18-20.5,7.7125,7,26,2018,7:43,2018-7-26
Grand Manan,Morning Star,Bait,NA,18-20.5,9.2125,7,28,2018,7:23,2018-7-28
Grand Manan,Morning Star,Bait,NA,18-20.5,7.9,7,28,2018,7:24,2018-7-28
Grand Manan,Morning Star,Bait,NA,18-20.5,9.3625,7,28,2018,7:24,2018-7-28
Grand Manan,Morning Star,Bait,NA,18-20.5,9.225,7,28,2018,7:25,2018-7-28
Grand Manan,Morning Star,Bait,NA,18-20.5,5.2,7,28,2018,7:26,2018-7-28
Grand Manan,Morning Star,Bait,NA,18-20.5,9.4125,7,30,2018,7:43,2018-7-30
Grand Manan,Morning Star,Bait,NA,18-20.5,6.5,7,30,2018,7:44,2018-7-30
Grand Manan,Morning Star,Bait,NA,18-20.5,8.65,7,30,2018,7:44,2018-7-30
Grand Manan,Morning Star,Bait,NA,18-20.5,8.5875,7,30,2018,7:45,2018-7-30
Grand Manan,Morning Star,Bait,NA,18-20.5,10.6,7,30,2018,7:46,2018-7-30
Long Island Shoal,Morning Star,Fillet,20-Oct,NA,9.5,8,1,2018,11:41,2018-8-1
Long Island Shoal,Morning Star,Fillet,20-Oct,NA,10.975,8,1,2018,11:42,2018-8-1
Long Island Shoal,Morning Star,Fillet,20-Oct,NA,11,8,1,2018,11:42,2018-8-1
Long Island Shoal,Morning Star,Fillet,20-Oct,NA,9.85,8,1,2018,11:43,2018-8-1
Long Island Shoal,Morning Star,Fillet,20-Oct,NA,5.9375,8,1,2018,11:44,2018-8-1
Long Island Shoal,Leroy & Barry,Fillet,20-Oct,NA,9.7125,8,1,2018,17:56,2018-8-1
Long Island Shoal,Leroy & Barry,Fillet,20-Oct,NA,7.4125,8,1,2018,17:57,2018-8-1
Long Island Shoal,Leroy & Barry,Fillet,20-Oct,NA,8.325,8,1,2018,17:58,2018-8-1
Long Island Shoal,Leroy & Barry,Fillet,20-Oct,NA,8.5,8,1,2018,17:58,2018-8-1
Long Island Shoal,Leroy & Barry,Fillet,20-Oct,NA,8.275,8,1,2018,17:59,2018-8-1
Long Island Shoal,Leroy & Barry,Bait,NA,20.5-23,5.8375,8,2,2018,10:37,2018-8-2
Long Island Shoal,Leroy & Barry,NA,NA,20.5-23,9.625,8,2,2018,10:38,2018-8-2
Long Island Shoal,Leroy & Barry,NA,NA,20.5-23,5.75,8,2,2018,10:39,2018-8-2
Long Island Shoal,Leroy & Barry,NA,NA,20.5-23,5.85,8,2,2018,10:40,2018-8-2
Long Island Shoal,Leroy & Barry,NA,NA,20.5-23,7.85,8,2,2018,10:40,2018-8-2
Long Island Shoal,Morning Star,NA,NA,20.5-23,6.3875,8,2,2018,11:20,2018-8-2
Long Island Shoal,Morning Star,NA,NA,20.5-23,7.55,8,2,2018,11:21,2018-8-2
Long Island Shoal,Morning Star,NA,NA,20.5-23,6.9375,8,2,2018,11:22,2018-8-2
Long Island Shoal,Morning Star,NA,NA,20.5-23,7.0625,8,2,2018,11:23,2018-8-2
Long Island Shoal,Morning Star,NA,NA,20.5-23,8.9375,8,2,2018,11:23,2018-8-2
Scots,Leroy & Barry,NA,NA,20.5-23,5.125,8,3,2018,8:21,2018-8-3
Scots,Leroy & Barry,NA,NA,20.5-23,3.15,8,3,2018,8:22,2018-8-3
Scots,Leroy & Barry,NA,NA,20.5-23,5.4875,8,3,2018,8:22,2018-8-3
Scots,Leroy & Barry,NA,NA,20.5-23,4,8,3,2018,8:23,2018-8-3
Scots,Leroy & Barry,NA,NA,20.5-23,4.6375,8,3,2018,8:24,2018-8-3
Scots,Morning Star,NA,NA,20.5-23,6.15,8,3,2018,10:20,2018-8-3
Scots,Morning Star,NA,NA,20.5-23,5.0875,8,3,2018,10:21,2018-8-3
Scots,Morning Star,NA,NA,20.5-23,7.7375,8,3,2018,10:22,2018-8-3
Scots,Morning Star,NA,NA,20.5-23,5.425,8,3,2018,10:23,2018-8-3
Scots,Morning Star,NA,NA,20.5-23,6.8375,8,3,2018,10:24,2018-8-3
Scots,Leroy & Barry,Fillet,20-Oct,NA,8.275,8,7,2018,17:04,2018-8-7
Scots,Leroy & Barry,Fillet,20-Oct,NA,7.1375,8,7,2018,17:05,2018-8-7
Scots,Leroy & Barry,Fillet,20-Oct,NA,6.3,8,7,2018,17:05,2018-8-7
Scots,Leroy & Barry,Fillet,20-Oct,NA,9.3375,8,7,2018,17:06,2018-8-7
Scots,Leroy & Barry,Fillet,20-Oct,NA,6,8,7,2018,17:07,2018-8-7
Scots,Morning Star,Fillet,20-Oct,NA,7.8,8,7,2018,20:22,2018-8-7
Scots,Morning Star,Fillet,20-Oct,NA,7.175,8,7,2018,20:23,2018-8-7
Scots,Morning Star,Fillet,20-Oct,NA,6.25,8,7,2018,20:24,2018-8-7
Scots,Morning Star,Fillet,20-Oct,NA,6.625,8,7,2018,20:25,2018-8-7
Scots,Morning Star,Fillet,20-Oct,NA,5.8125,8,7,2018,20:26,2018-8-7
Long Island Shoal,Leroy & Barry,Bait,NA,NA,3.6875,8,8,2018,9:00,2018-8-8
Long Island Shoal,Leroy & Barry,Bait,NA,NA,3.7375,8,8,2018,9:01,2018-8-8
Long Island Shoal,Leroy & Barry,Bait,NA,NA,3.6625,8,8,2018,9:02,2018-8-8
Long Island Shoal,Leroy & Barry,Bait,NA,NA,3.6625,8,8,2018,9:02,2018-8-8
Long Island Shoal,Leroy & Barry,Bait,NA,NA,5.8875,8,8,2018,9:04,2018-8-8
Long Island Shoal,Morning Star,Bait,NA,NA,3.0625,8,8,2018,10:45,2018-8-8
Long Island Shoal,Morning Star,Bait,NA,NA,4.925,8,8,2018,10:46,2018-8-8
Long Island Shoal,Morning Star,Bait,NA,NA,2.7625,8,8,2018,10:46,2018-8-8
Long Island Shoal,Morning Star,Bait,NA,NA,4.1875,8,8,2018,10:47,2018-8-8
Long Island Shoal,Morning Star,Bait,NA,NA,3.0375,8,8,2018,10:48,2018-8-8
Long Island Shoal,Leroy & Barry,Bait,NA,20.5-23,5.625,8,9,2018,8:15,2018-8-9
Long Island Shoal,Leroy & Barry,Bait,NA,20.5-23,6.0625,8,9,2018,8:16,2018-8-9
Long Island Shoal,Leroy & Barry,Bait,NA,20.5-23,6.2125,8,9,2018,8:16,2018-8-9
Long Island Shoal,Leroy & Barry,Bait,NA,20.5-23,4.9,8,9,2018,8:17,2018-8-9
Long Island Shoal,Leroy & Barry,Bait,NA,20.5-23,6.4,8,9,2018,8:18,2018-8-9
Long Island Shoal,Morning Star,Fillet,15-22,NA,7,8,10,2018,12:57,2018-8-10
Long Island Shoal,Morning Star,Fillet,15-22,NA,5.5625,8,10,2018,12:58,2018-8-10
Long Island Shoal,Morning Star,Fillet,15-22,NA,4.6,8,10,2018,12:58,2018-8-10
Long Island Shoal,Morning Star,Fillet,15-22,NA,5.0375,8,10,2018,12:59,2018-8-10
Long Island Shoal,Morning Star,Fillet,15-22,NA,7.9125,8,10,2018,13:00,2018-8-10
Long Island Shoal,Leroy & Barry,Bait,NA,20.5-23,4.575,8,10,2018,13:27,2018-8-10
Long Island Shoal,Leroy & Barry,Bait,NA,20.5-23,2.85,8,10,2018,13:29,2018-8-10
Long Island Shoal,Leroy & Barry,Bait,NA,20.5-23,4.0125,8,10,2018,13:30,2018-8-10
Long Island Shoal,Leroy & Barry,Bait,NA,20.5-23,2.4875,8,10,2018,13:31,2018-8-10
Long Island Shoal,Leroy & Barry,Bait,NA,20.5-23,3.9625,8,10,2018,13:32,2018-8-10
East of Gully,Leroy & Barry,Fillet,20-Oct,NA,6.6,8,15,2018,7:13,2018-8-15
East of Gully,Leroy & Barry,Fillet,20-Oct,NA,7.85,8,15,2018,7:15,2018-8-15
East of Gully,Leroy & Barry,Fillet,20-Oct,NA,6.85,8,15,2018,7:17,2018-8-15
East of Gully,Leroy & Barry,Fillet,20-Oct,NA,8.15,8,15,2018,7:18,2018-8-15
East of Gully,Leroy & Barry,Fillet,20-Oct,NA,8.525,8,15,2018,7:19,2018-8-15
Long Island Shoal,Morning Star,Bait,NA,20.5-23,6.725,8,15,2018,16:55,2018-8-15
Long Island Shoal,Morning Star,Bait,NA,20.5-23,6.3625,8,15,2018,16:56,2018-8-15
Long Island Shoal,Morning Star,Bait,NA,20.5-23,4.6125,8,15,2018,16:56,2018-8-15
Long Island Shoal,Morning Star,Bait,NA,20.5-23,6.125,8,15,2018,16:57,2018-8-15
Long Island Shoal,Morning Star,Bait,NA,20.5-23,5.725,8,15,2018,16:58,2018-8-15
East of Gully,Leroy & Barry,Fillet,20-Oct,NA,12.45,8,17,2018,8:00,2018-8-17
East of Gully,Leroy & Barry,Fillet,20-Oct,NA,11.4375,8,17,2018,8:02,2018-8-17
East of Gully,Leroy & Barry,Fillet,20-Oct,NA,13.9,8,17,2018,8:02,2018-8-17
East of Gully,Leroy & Barry,Fillet,20-Oct,NA,9.8625,8,17,2018,8:03,2018-8-17
East of Gully,Leroy & Barry,Fillet,20-Oct,NA,14.6,8,17,2018,8:04,2018-8-17
East of Gully,Morning Star,Fillet,20-Oct,NA,10.95,8,17,2018,10:30,2018-8-17
East of Gully,Morning Star,Fillet,20-Oct,NA,8.5375,8,17,2018,10:31,2018-8-17
East of Gully,Morning Star,Fillet,20-Oct,NA,10.525,8,17,2018,10:32,2018-8-17
East of Gully,Morning Star,Fillet,20-Oct,NA,13.2,8,17,2018,10:33,2018-8-17
East of Gully,Morning Star,Fillet,20-Oct,NA,13.9125,8,17,2018,10:34,2018-8-17
Scots,Morning Star,Fillet,20-Oct,NA,6.9875,8,19,2018,15:35,2018-8-19
Scots,Morning Star,Fillet,20-Oct,NA,7.6375,8,19,2018,15:35,2018-8-19
Scots,Morning Star,Fillet,20-Oct,NA,7.625,8,19,2018,15:36,2018-8-19
Scots,Morning Star,Fillet,20-Oct,NA,7.2625,8,19,2018,15:37,2018-8-19
Scots,Morning Star,Fillet,20-Oct,NA,8.3875,8,19,2018,15:38,2018-8-19
Scots,Leroy & Barry,Fillet,20-Oct,NA,3.575,8,20,2018,9:11,2018-8-20
Scots,Leroy & Barry,Fillet,20-Oct,NA,5.075,8,20,2018,9:12,2018-8-20
Scots,Leroy & Barry,Fillet,20-Oct,NA,5.225,8,20,2018,9:13,2018-8-20
Scots,Leroy & Barry,Fillet,20-Oct,NA,4.4875,8,20,2018,9:14,2018-8-20
Scots,Leroy & Barry,Fillet,20-Oct,NA,5.5625,8,20,2018,9:15,2018-8-20
Scots,Morning Star,Fillet,20-Oct,NA,5.3,8,20,2018,11:22,2018-8-20
Scots,Morning Star,Fillet,20-Oct,NA,7.225,8,20,2018,11:23,2018-8-20
Scots,Morning Star,Fillet,20-Oct,NA,5.8375,8,20,2018,11:24,2018-8-20
Scots,Morning Star,Fillet,20-Oct,NA,7.6875,8,20,2018,11:24,2018-8-20
Scots,Morning Star,Fillet,20-Oct,NA,6.3,8,20,2018,11:25,2018-8-20
Long Island Shoal,Leroy & Barry,Bait,NA,18-20.5,2.825,8,23,2018,6:28,2018-8-23
Long Island Shoal,Leroy & Barry,Bait,NA,18-20.5,3.0375,8,23,2018,6:29,2018-8-23
Long Island Shoal,Leroy & Barry,Bait,NA,18-20.5,2.9125,8,23,2018,6:30,2018-8-23
Long Island Shoal,Leroy & Barry,Bait,NA,18-20.5,1.7375,8,23,2018,6:31,2018-8-23
Long Island Shoal,Leroy & Barry,Bait,NA,18-20.5,2.675,8,23,2018,6:32,2018-8-23
Long Island Shoal,Morning Star,Bait,NA,18-20.5,2.425,8,23,2018,6:44,2018-8-23
Long Island Shoal,Morning Star,Bait,NA,18-20.5,1.7875,8,23,2018,6:45,2018-8-23
Long Island Shoal,Morning Star,Bait,NA,18-20.5,1.875,8,23,2018,6:46,2018-8-23
Long Island Shoal,Morning Star,Bait,NA,18-20.5,2.1,8,23,2018,6:47,2018-8-23
Long Island Shoal,Morning Star,Bait,NA,18-20.5,5.0375,8,23,2018,6:48,2018-8-23
East of Jauquau,Leroy & Barry,Fillet,15-22,NA,10.55,8,24,2018,8:37,2018-8-24
East of Jauquau,Leroy & Barry,Fillet,15-22,NA,8.975,8,24,2018,8:38,2018-8-24
East of Jauquau,Leroy & Barry,Fillet,15-22,NA,12.8875,8,24,2018,8:39,2018-8-24
East of Jauquau,Leroy & Barry,Fillet,15-22,NA,10.7375,8,24,2018,8:40,2018-8-24
East of Jauquau,Leroy & Barry,Fillet,15-22,NA,12.6375,8,24,2018,8:41,2018-8-24
East of Jauquau,Morning Star,Fillet,15-22,NA,9.525,8,24,2018,10:59,2018-8-24
East of Jauquau,Morning Star,Fillet,15-22,NA,10.275,8,24,2018,11:00,2018-8-24
East of Jauquau,Morning Star,Fillet,15-22,NA,8.7625,8,24,2018,11:01,2018-8-24
East of Jauquau,Morning Star,Fillet,15-22,NA,10.125,8,24,2018,11:04,2018-8-24
East of Jauquau,Morning Star,Fillet,15-22,NA,11.1625,8,24,2018,11:05,2018-8-24
German Bank,Leroy & Barry,Fillet,20-Oct,NA,8.85,8,30,2018,10:49,2018-8-30
German Bank,Leroy & Barry,Fillet,20-Oct,NA,6.775,8,30,2018,10:51,2018-8-30
German Bank,Leroy & Barry,Fillet,20-Oct,NA,5.1375,8,30,2018,10:52,2018-8-30
German Bank,Leroy & Barry,Fillet,20-Oct,NA,9.2125,8,30,2018,10:52,2018-8-30
German Bank,Leroy & Barry,Fillet,20-Oct,NA,5.25,8,30,2018,10:53,2018-8-30
German Bank,Leroy & Barry,Fillet,20-Oct,NA,10.9625,8,30,2018,10:55,2018-8-30
German Bank,Leroy & Barry,Fillet,20-Oct,NA,5.8125,8,30,2018,10:55,2018-8-30
German Bank,Leroy & Barry,Fillet,20-Oct,NA,8.6625,8,30,2018,10:56,2018-8-30
German Bank,Leroy & Barry,Fillet,20-Oct,NA,7.6,8,30,2018,10:57,2018-8-30
German Bank,Leroy & Barry,Fillet,20-Oct,NA,6.0875,8,30,2018,10:58,2018-8-30
German Bank,Morning Star,Fillet,20-Oct,NA,6.15,8,30,2018,16:55,2018-8-30
German Bank,Morning Star,Fillet,20-Oct,NA,8.3,8,30,2018,16:56,2018-8-30
German Bank,Morning Star,Fillet,20-Oct,NA,4.5375,8,30,2018,16:57,2018-8-30
German Bank,Morning Star,Fillet,20-Oct,NA,8.0375,8,30,2018,16:58,2018-8-30
German Bank,Morning Star,Fillet,20-Oct,NA,8.2875,8,30,2018,16:59,2018-8-30
Scots,Morning Star,Fillet,20-Oct,NA,3.175,9,3,2018,15:22,2018-9-3
Scots,Morning Star,Fillet,20-Oct,NA,3.35,9,3,2018,15:23,2018-9-3
Scots,Morning Star,Fillet,20-Oct,NA,2.975,9,3,2018,15:24,2018-9-3
Scots,Morning Star,Fillet,20-Oct,NA,3.15,9,3,2018,15:26,2018-9-3
Scots,Morning Star,Fillet,20-Oct,NA,4.8875,9,3,2018,15:26,2018-9-3
Scots,Morning Star,Fillet,20-Oct,NA,3.0375,9,3,2018,15:57,2018-9-3
Scots,Morning Star,Fillet,20-Oct,NA,3.55,9,3,2018,15:58,2018-9-3
Scots,Morning Star,Fillet,20-Oct,NA,4.6125,9,3,2018,16:22,2018-9-3
Scots,Morning Star,Fillet,20-Oct,NA,3.85,9,3,2018,16:23,2018-9-3
Scots,Morning Star,Fillet,20-Oct,NA,3.7375,9,3,2018,16:24,2018-9-3
