Ground,Vessel,Type,Filets,Size,Average,Month,Day,Year,Time,Date
Patch,Tasha Marie,Fillet,8:12,NA,11.85,7,28,2017,13:46,2017-7-28
Patch,Morning Star,Fillet,10:16,NA,11.825,7,28,2017,14:23,2017-7-28
Patch,Morning Star,Fillet,10:16,NA,11.1375,7,28,2017,14:24,2017-7-28
Patch,Morning Star,Fillet,10:16,NA,9.3125,7,28,2017,14:24,2017-7-28
Patch,Morning Star,Fillet,10:16,NA,12.2125,7,28,2017,14:25,2017-7-28
Patch,Morning Star,Fillet,10:16,NA,10.5625,7,28,2017,14:26,2017-7-28
Patch,Morning Star,Fillet,8:12,NA,13.0625,7,28,2017,14:28,2017-7-28
Patch,Morning Star,Fillet,8:12,NA,13.075,7,28,2017,14:29,2017-7-28
Patch,Morning Star,Fillet,8:12,NA,12.15,7,28,2017,14:30,2017-7-28
Patch,Morning Star,Fillet,8:12,NA,13.7875,7,28,2017,14:30,2017-7-28
Patch,Morning Star,Fillet,8:12,NA,13.5125,7,28,2017,14:31,2017-7-28
Patch,Morning Star,Fillet,8:12,NA,10.7,7,29,2017,14:31,2017-7-29
Patch,Morning Star,Fillet,8:12,NA,12.5875,7,29,2017,14:32,2017-7-29
Patch,Morning Star,Fillet,8:12,NA,13.4125,7,29,2017,14:33,2017-7-29
Patch,Morning Star,Fillet,8:12,NA,12.05,7,29,2017,14:34,2017-7-29
Patch,Morning Star,Fillet,8:12,NA,14.425,7,29,2017,14:35,2017-7-29
Patch,Morning Star,Fillet,10:16,NA,11.8375,7,29,2017,14:36,2017-7-29
Patch,Morning Star,Fillet,10:16,NA,12.3875,7,29,2017,14:36,2017-7-29
Patch,Morning Star,Fillet,10:16,NA,14.5,7,29,2017,14:37,2017-7-29
Patch,Morning Star,Fillet,10:16,NA,11.4875,7,29,2017,14:38,2017-7-29
Patch,Morning Star,Fillet,10:16,NA,10.5625,7,29,2017,14:38,2017-7-29
Patch,Tasha Marie,Fillet,10:16,NA,12.8125,7,29,2017,15:21,2017-7-29
Patch,Tasha Marie,Fillet,10:16,NA,10.7375,7,29,2017,15:21,2017-7-29
Patch,Tasha Marie,Fillet,10:16,NA,9.4125,7,29,2017,15:22,2017-7-29
Patch,Tasha Marie,Fillet,10:16,NA,10.8125,7,29,2017,15:23,2017-7-29
Patch,Tasha Marie,Fillet,10:16,NA,14.425,7,29,2017,15:24,2017-7-29
Patch,Tasha Marie,Fillet,8:12,NA,11.8375,7,29,2017,15:26,2017-7-29
Patch,Tasha Marie,Fillet,8:12,NA,12.525,7,29,2017,15:27,2017-7-29
Patch,Tasha Marie,Fillet,8:12,NA,13.775,7,29,2017,15:28,2017-7-29
Patch,Tasha Marie,Fillet,8:12,NA,12.4,7,29,2017,15:28,2017-7-29
Patch,Tasha Marie,Fillet,8:12,NA,13.225,7,29,2017,15:29,2017-7-29
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,6.05,7,30,2017,16:17,2017-7-30
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,5.4,7,30,2017,16:42,2017-7-30
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,5.6375,7,30,2017,16:43,2017-7-30
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,5.9,7,30,2017,16:43,2017-7-30
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,5.8125,7,30,2017,16:44,2017-7-30
Scotts Bay,Leroy and Barry,Fillet,8:12,NA,7.9,7,30,2017,16:51,2017-7-30
Scotts Bay,Leroy and Barry,Fillet,8:12,NA,6.9875,7,30,2017,16:51,2017-7-30
Scotts Bay,Leroy and Barry,Fillet,8:12,NA,7.7,7,30,2017,16:52,2017-7-30
Scotts Bay,Leroy and Barry,Fillet,8:12,NA,8.4125,7,30,2017,16:53,2017-7-30
Scotts Bay,Leroy and Barry,Fillet,8:12,NA,8.425,7,30,2017,16:54,2017-7-30
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,6.375,7,31,2017,8:48,2017-7-31
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,7.25,7,31,2017,8:49,2017-7-31
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,7.7125,7,31,2017,8:49,2017-7-31
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,5.6625,7,31,2017,8:50,2017-7-31
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,9.7125,7,31,2017,8:51,2017-7-31
Scotts Bay,Leroy and Barry,Fillet,8:12,NA,7.2125,7,31,2017,8:54,2017-7-31
Scotts Bay,Leroy and Barry,Fillet,8:12,NA,7.275,7,31,2017,8:56,2017-7-31
Scotts Bay,Leroy and Barry,Fillet,8:12,NA,7.0375,7,31,2017,8:57,2017-7-31
Scotts Bay,Leroy and Barry,Fillet,8:12,NA,8.15,7,31,2017,8:58,2017-7-31
Scotts Bay,Leroy and Barry,Fillet,8:12,NA,7.725,7,31,2017,8:58,2017-7-31
Patch,Morning Star,Fillet,10:16,NA,11.2125,8,2,2017,17:06,2017-8-2
Patch,Morning Star,Fillet,10:16,NA,12.1,8,2,2017,17:07,2017-8-2
Patch,Morning Star,Fillet,10:16,NA,12.425,8,2,2017,17:08,2017-8-2
Patch,Morning Star,Fillet,10:16,NA,14.725,8,2,2017,17:09,2017-8-2
Patch,Morning Star,Fillet,10:16,NA,11.0125,8,2,2017,17:10,2017-8-2
Patch,Tasha Marie,Fillet,8:12,NA,13.4,8,2,2017,18:03,2017-8-2
Patch,Tasha Marie,Fillet,8:12,NA,14.8875,8,2,2017,18:04,2017-8-2
Patch,Tasha Marie,Fillet,8:12,NA,15.2625,8,2,2017,18:05,2017-8-2
Patch,Tasha Marie,Fillet,8:12,NA,11.6,8,2,2017,18:05,2017-8-2
Patch,Tasha Marie,Fillet,8:12,NA,13.55,8,2,2017,18:06,2017-8-2
Patch,Morning Star,Fillet,10:16,NA,12.3875,8,2,2017,17:19,2017-8-2
Patch,Morning Star,Fillet,10:16,NA,14.5125,8,2,2017,17:20,2017-8-2
Patch,Morning Star,Fillet,10:16,NA,11.8,8,2,2017,17:21,2017-8-2
Patch,Morning Star,Fillet,10:16,NA,14.325,8,2,2017,17:22,2017-8-2
Patch,Morning Star,Fillet,10:16,NA,8.6375,8,2,2017,17:23,2017-8-2
Patch,Tasha Marie,Fillet,8:12,NA,13.5625,8,2,2017,18:06,2017-8-2
Patch,Tasha Marie,Fillet,8:12,NA,15.7,8,2,2017,18:07,2017-8-2
Patch,Tasha Marie,Fillet,8:12,NA,13.05,8,2,2017,18:08,2017-8-2
Patch,Tasha Marie,Fillet,8:12,NA,12.925,8,2,2017,18:09,2017-8-2
Patch,Tasha Marie,Fillet,8:12,NA,15.8625,8,2,2017,18:10,2017-8-2
Patch,Morning Star,Fillet,10:16,NA,14.125,8,3,2017,15:45,2017-8-3
Patch,Morning Star,Fillet,10:16,NA,14.1875,8,3,2017,15:46,2017-8-3
Patch,Morning Star,Fillet,10:16,NA,12.3375,8,3,2017,15:47,2017-8-3
Patch,Morning Star,Fillet,10:16,NA,15.1125,8,3,2017,15:48,2017-8-3
Patch,Morning Star,Fillet,10:16,NA,16.9375,8,3,2017,15:49,2017-8-3
Patch,Morning Star,Fillet,7:11,NA,16.2375,8,3,2017,15:51,2017-8-3
Patch,Morning Star,Fillet,7:11,NA,14.15,8,3,2017,15:52,2017-8-3
Patch,Morning Star,Fillet,7:11,NA,14.2875,8,3,2017,15:53,2017-8-3
Patch,Morning Star,Fillet,7:11,NA,15.9375,8,3,2017,15:54,2017-8-3
Patch,Morning Star,Fillet,7:11,NA,14.675,8,3,2017,15:55,2017-8-3
Patch,Morning Star,Fillet,10:16,NA,14.5125,8,4,2017,16:04,2017-8-4
Patch,Morning Star,Fillet,10:16,NA,15.4,8,4,2017,16:05,2017-8-4
Patch,Morning Star,Fillet,10:16,NA,15.3125,8,4,2017,16:12,2017-8-4
Patch,Morning Star,Fillet,10:16,NA,16.9625,8,4,2017,16:13,2017-8-4
Patch,Morning Star,Fillet,10:16,NA,14.1625,8,4,2017,16:14,2017-8-4
Patch,Morning Star,Fillet,7:11,NA,17.975,8,4,2017,16:17,2017-8-4
Patch,Morning Star,Fillet,7:11,NA,18.0375,8,4,2017,16:18,2017-8-4
Patch,Morning Star,Fillet,7:11,NA,18.3125,8,4,2017,16:20,2017-8-4
Patch,Morning Star,Fillet,7:11,NA,17.05,8,4,2017,16:20,2017-8-4
Patch,Morning Star,Fillet,7:11,NA,18.0375,8,4,2017,16:21,2017-8-4
Lurcher,Leroy and Barry,Bait,NA,21-23,4,8,8,2017,7:28,2017-8-8
Lurcher,Leroy and Barry,Bait,NA,21-23,2.7375,8,8,2017,7:29,2017-8-8
Lurcher,Leroy and Barry,Bait,NA,21-23,4.075,8,8,2017,7:30,2017-8-8
Lurcher,Leroy and Barry,Bait,NA,21-23,3.9625,8,8,2017,7:31,2017-8-8
Lurcher,Leroy and Barry,Bait,NA,21-23,3.45,8,8,2017,7:32,2017-8-8
Lurcher,Leroy and Barry,Bait,NA,21-23,3.675,8,9,2017,8:03,2017-8-9
Lurcher,Leroy and Barry,Bait,NA,21-23,3.8125,8,9,2017,8:04,2017-8-9
Lurcher,Leroy and Barry,Bait,NA,21-23,4.3625,8,9,2017,8:05,2017-8-9
Lurcher,Leroy and Barry,Bait,NA,21-23,2.9,8,9,2017,8:06,2017-8-9
Lurcher,Leroy and Barry,Bait,NA,21-23,3.6,8,9,2017,8:07,2017-8-9
Lurcher,Leroy and Barry,Bait,NA,15.5-20.5,3.625,8,10,2017,8:05,2017-8-10
Lurcher,Leroy and Barry,Bait,NA,15.5-20.5,5.05,8,10,2017,8:08,2017-8-10
Lurcher,Leroy and Barry,Bait,NA,15.5-20.5,6.9625,8,10,2017,8:09,2017-8-10
Lurcher,Leroy and Barry,Bait,NA,15.5-20.5,4.3875,8,10,2017,8:10,2017-8-10
Lurcher,Leroy and Barry,Bait,NA,15.5-20.5,5.375,8,10,2017,8:11,2017-8-10
Lurcher,Leroy and Barry,Bait,NA,15.5-20.5,3.6875,8,11,2017,8:09,2017-8-11
Lurcher,Leroy and Barry,Bait,NA,15.5-20.5,6.35,8,11,2017,8:10,2017-8-11
Lurcher,Leroy and Barry,Bait,NA,15.5-20.5,5.9125,8,11,2017,8:11,2017-8-11
Lurcher,Leroy and Barry,Bait,NA,15.5-20.5,4.0625,8,11,2017,8:11,2017-8-11
Lurcher,Leroy and Barry,Bait,NA,15.5-20.5,6.875,8,11,2017,8:12,2017-8-11
Patch,Morning Star,Fillet,10:16,NA,15,8,12,2017,15:00,2017-8-12
Patch,Morning Star,Fillet,10:16,NA,15.625,8,12,2017,15:01,2017-8-12
Patch,Morning Star,Fillet,10:16,NA,14.15,8,12,2017,15:01,2017-8-12
Patch,Morning Star,Fillet,10:16,NA,14.05,8,12,2017,15:02,2017-8-12
Patch,Morning Star,Fillet,10:16,NA,17.475,8,12,2017,15:03,2017-8-12
Patch,Morning Star,Fillet,7:11,NA,14.725,8,12,2017,15:07,2017-8-12
Patch,Morning Star,Fillet,7:11,NA,16.7625,8,12,2017,15:08,2017-8-12
Patch,Morning Star,Fillet,7:11,NA,15.6625,8,12,2017,15:09,2017-8-12
Patch,Morning Star,Fillet,7:11,NA,17.7875,8,12,2017,15:09,2017-8-12
Patch,Morning Star,Fillet,7:11,NA,16.9875,8,12,2017,15:11,2017-8-12
Patch,Tasha Marie,Fillet,10:16,NA,12.4125,8,12,2017,19:33,2017-8-12
Patch,Tasha Marie,Fillet,10:16,NA,14.35,8,12,2017,19:34,2017-8-12
Patch,Tasha Marie,Fillet,10:16,NA,15.0625,8,12,2017,19:34,2017-8-12
Patch,Tasha Marie,Fillet,10:16,NA,14.9,8,12,2017,19:35,2017-8-12
Patch,Tasha Marie,Fillet,10:16,NA,18.3875,8,12,2017,19:36,2017-8-12
Patch,Tasha Marie,Fillet,7:11,NA,15.825,8,12,2017,20:01,2017-8-12
Patch,Tasha Marie,Fillet,7:11,NA,15.8375,8,12,2017,20:03,2017-8-12
Patch,Tasha Marie,Fillet,7:11,NA,17.0875,8,12,2017,20:03,2017-8-12
Patch,Tasha Marie,Fillet,7:11,NA,17.3,8,12,2017,20:04,2017-8-12
Patch,Tasha Marie,Fillet,7:11,NA,11.275,8,12,2017,20:04,2017-8-12
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,7.5625,8,13,2017,14:59,2017-8-13
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,4.65,8,13,2017,15:00,2017-8-13
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,3.725,8,13,2017,15:00,2017-8-13
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,7.6875,8,13,2017,15:01,2017-8-13
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,5.45,8,13,2017,15:03,2017-8-13
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,3.0875,8,13,2017,15:32,2017-8-13
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,6.575,8,13,2017,15:33,2017-8-13
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,6.8375,8,13,2017,15:33,2017-8-13
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,8.05,8,13,2017,15:34,2017-8-13
Scotts Bay,Leroy and Barry,Fillet,10:20,NA,4.475,8,13,2017,15:36,2017-8-13
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,5.175,8,14,2017,12:26,2017-8-14
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,3.8375,8,14,2017,12:27,2017-8-14
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,7.475,8,14,2017,12:28,2017-8-14
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,2.8875,8,14,2017,12:28,2017-8-14
Scotts Bay,Leroy and Barry,Fillet,10:22,NA,7.75,8,14,2017,12:30,2017-8-14
German Bank,Leroy and Barry,Fillet,10:20,NA,8.0375,8,16,2017,7:00,2017-8-16
German Bank,Leroy and Barry,Fillet,10:20,NA,8.0375,8,16,2017,7:01,2017-8-16
German Bank,Leroy and Barry,Fillet,10:20,NA,9.2875,8,16,2017,7:02,2017-8-16
German Bank,Leroy and Barry,Fillet,10:20,NA,5.75,8,16,2017,7:03,2017-8-16
German Bank,Leroy and Barry,Fillet,10:20,NA,7.5,8,16,2017,7:04,2017-8-16
German Bank,Leroy and Barry,Fillet,10:16,NA,8.3875,8,16,2017,8:31,2017-8-16
German Bank,Leroy and Barry,Fillet,10:16,NA,11.425,8,16,2017,8:32,2017-8-16
German Bank,Leroy and Barry,Fillet,10:16,NA,8.1375,8,16,2017,8:33,2017-8-16
German Bank,Leroy and Barry,Fillet,10:16,NA,8.35,8,16,2017,8:34,2017-8-16
German Bank,Leroy and Barry,Fillet,10:16,NA,10.375,8,16,2017,8:35,2017-8-16
German Bank,Leroy and Barry,Fillet,15:22,NA,7.2125,8,17,2017,8:31,2017-8-17
German Bank,Leroy and Barry,Fillet,15:22,NA,9.7125,8,17,2017,8:32,2017-8-17
German Bank,Leroy and Barry,Fillet,15:22,NA,8.375,8,17,2017,8:35,2017-8-17
German Bank,Leroy and Barry,Fillet,15:22,NA,8.7375,8,17,2017,8:37,2017-8-17
German Bank,Leroy and Barry,Fillet,15:22,NA,8,8,17,2017,8:38,2017-8-17
German Bank,Leroy and Barry,Fillet,10:16,NA,11.55,8,17,2017,9:21,2017-8-17
German Bank,Leroy and Barry,Fillet,10:16,NA,12.6,8,17,2017,9:22,2017-8-17
German Bank,Leroy and Barry,Fillet,10:16,NA,11.8375,8,17,2017,9:23,2017-8-17
German Bank,Leroy and Barry,Fillet,10:16,NA,15.325,8,17,2017,9:24,2017-8-17
German Bank,Leroy and Barry,Fillet,10:16,NA,12.275,8,17,2017,9:25,2017-8-17
German Bank,Morning Star,Fillet,15:22,NA,9.2375,8,17,2017,12:17,2017-8-17
German Bank,Morning Star,Fillet,15:22,NA,9.725,8,17,2017,12:18,2017-8-17
German Bank,Morning Star,Fillet,15:22,NA,9.175,8,17,2017,12:19,2017-8-17
German Bank,Morning Star,Fillet,15:22,NA,9.0125,8,17,2017,12:19,2017-8-17
German Bank,Morning Star,Fillet,15:22,NA,6.0375,8,17,2017,12:20,2017-8-17
German Bank,Morning Star,Fillet,10:16,NA,11.7375,8,17,2017,12:45,2017-8-17
German Bank,Morning Star,Fillet,10:16,NA,13.7125,8,17,2017,12:46,2017-8-17
German Bank,Morning Star,Fillet,10:16,NA,10.9125,8,17,2017,12:47,2017-8-17
German Bank,Morning Star,Fillet,10:16,NA,12.35,8,17,2017,12:48,2017-8-17
German Bank,Morning Star,Fillet,10:16,NA,12.35,8,17,2017,12:48,2017-8-17
German Bank,Leroy and Barry,Fillet,10:20,NA,6.875,8,21,2017,7:08,2017-8-21
German Bank,Leroy and Barry,Fillet,10:20,NA,7.375,8,21,2017,7:09,2017-8-21
German Bank,Leroy and Barry,Fillet,10:20,NA,6.925,8,21,2017,7:10,2017-8-21
German Bank,Leroy and Barry,Fillet,10:20,NA,9.65,8,21,2017,7:10,2017-8-21
German Bank,Leroy and Barry,Fillet,10:20,NA,8.4625,8,21,2017,7:11,2017-8-21
German Bank,Morning Star,Fillet,10:20,NA,7.4375,8,21,2017,11:36,2017-8-21
German Bank,Morning Star,Fillet,10:20,NA,11.5875,8,21,2017,11:37,2017-8-21
German Bank,Morning Star,Fillet,10:20,NA,5.5375,8,21,2017,11:37,2017-8-21
German Bank,Morning Star,Fillet,10:20,NA,4.925,8,21,2017,11:38,2017-8-21
German Bank,Morning Star,Fillet,10:20,NA,7.95,8,21,2017,11:39,2017-8-21
German Bank,Leroy and Barry,Fillet,10:22,NA,6.4125,8,22,2017,10:39,2017-8-22
German Bank,Leroy and Barry,Fillet,10:22,NA,5.05,8,22,2017,10:40,2017-8-22
German Bank,Leroy and Barry,Fillet,10:22,NA,7.1,8,22,2017,10:41,2017-8-22
German Bank,Leroy and Barry,Fillet,10:22,NA,7.1125,8,22,2017,10:41,2017-8-22
German Bank,Leroy and Barry,Fillet,10:22,NA,3.9125,8,22,2017,10:42,2017-8-22
German Bank,Leroy and Barry,Fillet,10:20,NA,4.575,8,23,2017,7:37,2017-8-23
German Bank,Leroy and Barry,Fillet,10:20,NA,7.0875,8,23,2017,7:38,2017-8-23
German Bank,Leroy and Barry,Fillet,10:20,NA,5.9875,8,23,2017,7:38,2017-8-23
German Bank,Leroy and Barry,Fillet,10:20,NA,3.975,8,23,2017,7:39,2017-8-23
German Bank,Leroy and Barry,Fillet,10:20,NA,6.4625,8,23,2017,7:40,2017-8-23
German Bank,Morning Star,Fillet,15:22,NA,7.6,8,23,2017,10:49,2017-8-23
German Bank,Morning Star,Fillet,15:22,NA,4.3375,8,23,2017,10:50,2017-8-23
German Bank,Morning Star,Fillet,15:22,NA,4.5625,8,23,2017,10:51,2017-8-23
German Bank,Morning Star,Fillet,15:22,NA,5.4625,8,23,2017,10:52,2017-8-23
German Bank,Morning Star,Fillet,15:22,NA,3.7,8,23,2017,10:53,2017-8-23
German Bank,Morning Star,Fillet,10:16,NA,5.9375,8,23,2017,12:43,2017-8-23
German Bank,Morning Star,Fillet,10:16,NA,7.5625,8,23,2017,12:44,2017-8-23
German Bank,Morning Star,Fillet,10:16,NA,7.1625,8,23,2017,12:55,2017-8-23
German Bank,Morning Star,Fillet,10:16,NA,6.0125,8,23,2017,12:56,2017-8-23
German Bank,Morning Star,Fillet,10:16,NA,6.7625,8,23,2017,12:57,2017-8-23
NE Bank,Morning Star,Bait,NA,21-23,8.55,8,25,2017,7:24,2017-8-25
NE Bank,Morning Star,Bait,NA,21-24,6.625,8,25,2017,7:24,2017-8-25
NE Bank,Morning Star,Bait,NA,21-25,5.2,8,25,2017,7:25,2017-8-25
NE Bank,Morning Star,Bait,NA,21-26,6.125,8,25,2017,7:26,2017-8-25
NE Bank,Morning Star,Bait,NA,21-27,7.475,8,25,2017,7:27,2017-8-25
Scotts Bay,Morning Star,Fillet,15:22,NA,8.4375,8,27,2017,16:47,2017-8-27
Scotts Bay,Morning Star,Fillet,15:22,NA,6.0875,8,27,2017,17:19,2017-8-27
Scotts Bay,Morning Star,Fillet,15:22,NA,4.7625,8,27,2017,17:19,2017-8-27
Scotts Bay,Morning Star,Fillet,15:22,NA,9.5375,8,27,2017,17:20,2017-8-27
Scotts Bay,Morning Star,Fillet,15:22,NA,6.0375,8,27,2017,17:21,2017-8-27
Scotts Bay,Morning Star,Fillet,10:16,NA,7.8625,8,27,2017,17:40,2017-8-27
Scotts Bay,Morning Star,Fillet,10:16,NA,6.35,8,27,2017,17:41,2017-8-27
Scotts Bay,Morning Star,Fillet,10:16,NA,8.7,8,27,2017,17:42,2017-8-27
Scotts Bay,Morning Star,Fillet,10:16,NA,6.425,8,27,2017,17:43,2017-8-27
Scotts Bay,Morning Star,Fillet,10:16,NA,5.1625,8,27,2017,17:44,2017-8-27
Scotts Bay,Morning Star,Fillet,10:20,NA,6.7625,8,28,2017,9:38,2017-8-28
Scotts Bay,Morning Star,Fillet,10:20,NA,6.2375,8,28,2017,9:38,2017-8-28
Scotts Bay,Morning Star,Fillet,10:20,NA,3.475,8,28,2017,9:39,2017-8-28
Scotts Bay,Morning Star,Fillet,10:20,NA,4.7125,8,28,2017,9:41,2017-8-28
Scotts Bay,Morning Star,Fillet,10:20,NA,4.5125,8,28,2017,9:42,2017-8-28
Lurcher,Leroy and Barry,Bait,NA,21-23,5.7375,8,28,2017,11:17,2017-8-28
Lurcher,Leroy and Barry,Bait,NA,21-23,4.8375,8,28,2017,11:18,2017-8-28
Lurcher,Leroy and Barry,Bait,NA,21-23,3.775,8,28,2017,11:19,2017-8-28
Lurcher,Leroy and Barry,Bait,NA,21-23,2.85,8,28,2017,11:20,2017-8-28
Lurcher,Leroy and Barry,Bait,NA,21-23,2.975,8,28,2017,11:21,2017-8-28
German Bank,Leroy and Barry,Fillet,10:20,NA,7.0375,8,29,2017,7:17,2017-8-29
German Bank,Leroy and Barry,Fillet,10:20,NA,6.7125,8,29,2017,7:18,2017-8-29
German Bank,Leroy and Barry,Fillet,10:20,NA,5.3375,8,29,2017,7:19,2017-8-29
German Bank,Leroy and Barry,Fillet,10:20,NA,6.0625,8,29,2017,7:20,2017-8-29
German Bank,Leroy and Barry,Fillet,10:20,NA,8.4625,8,29,2017,7:21,2017-8-29
German Bank,Morning Star,Fillet,10:20,NA,4.2125,8,29,2017,9:36,2017-8-29
German Bank,Morning Star,Fillet,10:20,NA,8.125,8,29,2017,9:37,2017-8-29
German Bank,Morning Star,Fillet,10:20,NA,3.75,8,29,2017,9:38,2017-8-29
German Bank,Morning Star,Fillet,10:20,NA,6.375,8,29,2017,9:39,2017-8-29
German Bank,Morning Star,Fillet,10:20,NA,4.6375,8,29,2017,9:39,2017-8-29
German Bank,Leroy and Barry,Fillet,10:22,NA,6.35,8,30,2017,7:14,2017-8-30
German Bank,Leroy and Barry,Fillet,10:22,NA,5.95,8,30,2017,7:16,2017-8-30
German Bank,Leroy and Barry,Fillet,10:22,NA,4.5125,8,30,2017,7:16,2017-8-30
German Bank,Leroy and Barry,Fillet,10:22,NA,5.3,8,30,2017,7:17,2017-8-30
German Bank,Leroy and Barry,Fillet,10:22,NA,4.6375,8,30,2017,7:18,2017-8-30
German Bank,Morning Star,Fillet,10:22,NA,5.775,8,30,2017,10:49,2017-8-30
German Bank,Morning Star,Fillet,10:22,NA,7.35,8,30,2017,10:50,2017-8-30
German Bank,Morning Star,Fillet,10:22,NA,6.2625,8,30,2017,10:51,2017-8-30
German Bank,Morning Star,Fillet,10:22,NA,4.425,8,30,2017,10:52,2017-8-30
German Bank,Morning Star,Fillet,10:22,NA,5.6625,8,30,2017,10:53,2017-8-30
German Bank,Leroy and Barry,Fillet,18:24,NA,7.525,8,31,2017,7:21,2017-8-31
German Bank,Leroy and Barry,Fillet,18:24,NA,8,8,31,2017,7:23,2017-8-31
German Bank,Leroy and Barry,Fillet,18:24,NA,7.3875,8,31,2017,7:24,2017-8-31
German Bank,Leroy and Barry,Fillet,18:24,NA,7.25,8,31,2017,7:24,2017-8-31
German Bank,Leroy and Barry,Fillet,18:24,NA,7.0125,8,31,2017,7:25,2017-8-31
German Bank,Leroy and Barry,Fillet,10:20,NA,9.55,8,31,2017,9:31,2017-8-31
German Bank,Leroy and Barry,Fillet,10:20,NA,11,8,31,2017,9:33,2017-8-31
German Bank,Leroy and Barry,Fillet,10:20,NA,10.0375,8,31,2017,9:37,2017-8-31
German Bank,Leroy and Barry,Fillet,10:20,NA,10.9875,8,31,2017,9:39,2017-8-31
German Bank,Leroy and Barry,Fillet,10:20,NA,7.6625,8,31,2017,9:40,2017-8-31
German Bank,Morning Star,Fillet,18:24,NA,4.6875,9,1,2017,7:02,2017-9-1
German Bank,Morning Star,Fillet,18:24,NA,5.85,9,1,2017,7:20,2017-9-1
German Bank,Morning Star,Fillet,18:24,NA,7.6125,9,1,2017,7:21,2017-9-1
German Bank,Morning Star,Fillet,18:24,NA,7.625,9,1,2017,7:22,2017-9-1
German Bank,Morning Star,Fillet,18:24,NA,4.075,9,1,2017,7:22,2017-9-1
German Bank,Morning Star,Fillet,10:20,NA,8.2125,9,1,2017,9:41,2017-9-1
German Bank,Morning Star,Fillet,10:20,NA,8.9875,9,1,2017,9:42,2017-9-1
German Bank,Morning Star,Fillet,10:20,NA,7.5875,9,1,2017,9:42,2017-9-1
German Bank,Morning Star,Fillet,10:20,NA,8.1,9,1,2017,9:43,2017-9-1
German Bank,Morning Star,Fillet,10:20,NA,10.1875,9,1,2017,9:44,2017-9-1
German Bank,Morning Star,Fillet,8:24,NA,4.6875,9,10,2017,12:26,2017-9-10
German Bank,Morning Star,Fillet,8:24,NA,4.575,9,10,2017,12:27,2017-9-10
German Bank,Morning Star,Fillet,8:24,NA,3.775,9,10,2017,12:28,2017-9-10
German Bank,Morning Star,Fillet,8:24,NA,3.9125,9,10,2017,12:29,2017-9-10
German Bank,Morning Star,Fillet,8:24,NA,3.3625,9,10,2017,12:29,2017-9-10
German Bank,Morning Star,Fillet,10:20,NA,5.5125,9,10,2017,12:31,2017-9-10
German Bank,Morning Star,Fillet,10:20,NA,5.975,9,10,2017,12:32,2017-9-10
German Bank,Morning Star,Fillet,10:20,NA,5,9,10,2017,12:33,2017-9-10
German Bank,Morning Star,Fillet,10:20,NA,7.9375,9,10,2017,12:33,2017-9-10
German Bank,Morning Star,Fillet,10:20,NA,5.4125,9,10,2017,12:34,2017-9-10
German Bank,Leroy and Barry,Fillet,18:24,NA,4.65,9,9,2017,10:47,2017-9-9
German Bank,Leroy and Barry,Fillet,18:24,NA,6.6875,9,9,2017,10:48,2017-9-9
German Bank,Leroy and Barry,Fillet,18:24,NA,4.025,9,9,2017,10:49,2017-9-9
German Bank,Leroy and Barry,Fillet,18:24,NA,7.4375,9,9,2017,10:50,2017-9-9
German Bank,Leroy and Barry,Fillet,18:24,NA,6.925,9,9,2017,10:51,2017-9-9
German Bank,Leroy and Barry,Fillet,10:20,NA,7.1375,9,9,2017,13:43,2017-9-9
German Bank,Leroy and Barry,Fillet,10:20,NA,6.5375,9,9,2017,13:45,2017-9-9
German Bank,Leroy and Barry,Fillet,10:20,NA,5.7875,9,9,2017,13:45,2017-9-9
German Bank,Leroy and Barry,Fillet,10:20,NA,7.275,9,9,2017,13:46,2017-9-9
German Bank,Leroy and Barry,Fillet,10:20,NA,5.7875,9,9,2017,13:48,2017-9-9
German Bank,Leroy and Barry,Fillet,18:24,NA,5.1375,9,11,2017,7:09,2017-9-11
German Bank,Leroy and Barry,Fillet,18:24,NA,4.25,9,11,2017,7:10,2017-9-11
German Bank,Leroy and Barry,Fillet,18:24,NA,6.2375,9,11,2017,7:11,2017-9-11
