Plant,CollectionMethod,SampleID,Method ,Date,Vessel,Lat,Lon,Ground,Fat,FishLength(cm),FishWeight(g)
Sea Life,,,1,08-Aug-22,Lady Janice,45.09,-65.01,Scots Bay,12.8,22.86,102
Sea Life,,,1,08-Aug-22,Lady Janice,45.09,-65.01,Scots Bay,12.8,22.86,96
Sea Life,,,1,08-Aug-22,Lady Janice,45.09,-65.01,Scots Bay,10.6,22.86,97
Sea Life,,,1,08-Aug-22,Lady Janice,45.09,-65.01,Scots Bay,10.6,22.86,103
Sea Life,,,1,08-Aug-22,Lady Janice,45.09,-65.01,Scots Bay,11.6,22.86,117
Sea Life,,,1,08-Aug-22,Lady Janice,45.09,-65.01,Scots Bay,11.6,22.86,119
Sea Life,,,1,08-Aug-22,Lady Janice,45.09,-65.01,Scots Bay,9.8,22.86,116
Sea Life,,,1,08-Aug-22,Lady Janice,45.09,-65.01,Scots Bay,9.8,22.86,111
Sea Life,,,1,08-Aug-22,Lady Janice,45.09,-65.01,Scots Bay,14,25.4,209
Sea Life,,,1,08-Aug-22,Lady Janice,45.09,-65.01,Scots Bay,10.2,27.94,224
Sea Life,,,1,08-Aug-22,Lady Janice,45.09,-65.01,Scots Bay,4,27.94,205
Sea Life,,,1,08-Aug-22,Lady Janice,45.09,-65.01,Scots Bay,8,27.94,202
Sea Life,,,1,09-Aug-22,Lady Janice,45.1,-64.56,Scots Bay,8.4,27.94,206
Sea Life,,,1,09-Aug-22,Lady Janice,45.1,-64.56,Scots Bay,6.8,27.94,208
Sea Life,,,1,09-Aug-22,Lady Janice,45.1,-64.56,Scots Bay,9.4,27.94,199
Sea Life,,,1,09-Aug-22,Lady Janice,45.1,-64.56,Scots Bay,10.2,27.94,210
Sea Life,,,1,09-Aug-22,Sealife II,45.08,-65.01,Scots Bay,9.4,27.94,232
Sea Life,,,1,09-Aug-22,Sealife II,45.08,-65.01,Scots Bay,11.4,27.94,205
Sea Life,,,1,09-Aug-22,Sealife II,45.08,-65.01,Scots Bay,11.6,27.94,210
Sea Life,,,1,09-Aug-22,Sealife II,45.08,-65.01,Scots Bay,9.8,27.94,206
Sea Life,,,1,09-Aug-22,Lady Janice,45.1,-64.56,Scots Bay,13.8,22.86,127
Sea Life,,,1,09-Aug-22,Lady Janice,45.1,-64.56,Scots Bay,13.8,22.86,115
Sea Life,,,1,09-Aug-22,Lady Janice,45.1,-64.56,Scots Bay,7.8,25.4,124
Sea Life,,,1,09-Aug-22,Lady Janice,45.1,-64.56,Scots Bay,7.8,25.4,116
Sea Life,,,1,09-Aug-22,Lady Janice,45.1,-64.56,Scots Bay,10.6,25.4,124
Sea Life,,,1,09-Aug-22,Lady Janice,45.1,-64.56,Scots Bay,10.6,25.4,117
Sea Life,,,1,09-Aug-22,Lady Janice,45.1,-64.56,Scots Bay,8.6,25.4,116
Sea Life,,,1,09-Aug-22,Lady Janice,45.1,-64.56,Scots Bay,8.6,25.4,115
Sea Life,,,1,09-Aug-22,Sealife II,45.08,-65.01,Scots Bay,15.6,22.86,117
Sea Life,,,1,09-Aug-22,Sealife II,45.08,-65.01,Scots Bay,15.6,22.86,120
Sea Life,,,1,09-Aug-22,Sealife II,45.08,-65.01,Scots Bay,14.8,25.4,136
Sea Life,,,1,09-Aug-22,Sealife II,45.08,-65.01,Scots Bay,14.8,25.4,131
Sea Life,,,1,09-Aug-22,Sealife II,45.08,-65.01,Scots Bay,9.8,25.4,144
Sea Life,,,1,09-Aug-22,Sealife II,45.08,-65.01,Scots Bay,9.8,25.4,135
Sea Life,,,1,09-Aug-22,Sealife II,45.08,-65.01,Scots Bay,9.8,25.4,137
Sea Life,,,1,09-Aug-22,Sealife II,45.08,-65.01,Scots Bay,9.8,25.4,142
Sea Life,,,1,10-Aug-22,Lady Melissa,45.5N,-64.56,Scots Bay,11.8,30.48,255
Sea Life,,,1,10-Aug-22,Lady Melissa,45.5N,-64.56,Scots Bay,12.4,30.48,230
Sea Life,,,1,10-Aug-22,Lady Melissa,45.5N,-64.56,Scots Bay,9.2,27.94,213
Sea Life,,,1,10-Aug-22,Lady Melissa,45.5N,-64.56,Scots Bay,15.4,27.94,227
Sea Life,,,1,10-Aug-22,Lady Janice,45.1,-64.58,Scots Bay,10.4,27.94,240
Sea Life,,,1,10-Aug-22,Lady Janice,45.1,-64.58,Scots Bay,10,27.94,212
Sea Life,,,1,10-Aug-22,Lady Janice,45.1,-64.58,Scots Bay,14.8,27.94,222
Sea Life,,,1,10-Aug-22,Lady Janice,45.1,-64.58,Scots Bay,9,30.48,236
Sea Life,,,1,10-Aug-22,Lady Melissa,45.5N,-64.56,Scots Bay,10.6,22.86,118
Sea Life,,,1,10-Aug-22,Lady Melissa,45.5N,-64.56,Scots Bay,10.6,22.86,115
Sea Life,,,1,10-Aug-22,Lady Melissa,45.5N,-64.56,Scots Bay,13,25.4,123
Sea Life,,,1,10-Aug-22,Lady Melissa,45.5N,-64.56,Scots Bay,13,25.4,113
Sea Life,,,1,10-Aug-22,Lady Melissa,45.5N,-64.56,Scots Bay,17.4,27.94,145
Sea Life,,,1,10-Aug-22,Lady Melissa,45.5N,-64.56,Scots Bay,17.4,27.94,131
Sea Life,,,1,10-Aug-22,Lady Melissa,45.5N,-64.56,Scots Bay,11,25.4,120
Sea Life,,,1,10-Aug-22,Lady Melissa,45.5N,-64.56,Scots Bay,11,25.4,136
Sea Life,,,1,10-Aug-22,Lady Janice,45.1,-64.58,Scots Bay,13.4,25.4,146
Sea Life,,,1,10-Aug-22,Lady Janice,45.1,-64.58,Scots Bay,13.4,25.4,158
Sea Life,,,1,10-Aug-22,Lady Janice,45.1,-64.58,Scots Bay,10,22.86,120
Sea Life,,,1,10-Aug-22,Lady Janice,45.1,-64.58,Scots Bay,10,22.86,132
Sea Life,,,1,10-Aug-22,Lady Janice,45.1,-64.58,Scots Bay,9.6,22.86,122
Sea Life,,,1,10-Aug-22,Lady Janice,45.1,-64.58,Scots Bay,9.6,22.86,115
Sea Life,,,1,10-Aug-22,Lady Janice,45.1,-64.58,Scots Bay,10.4,22.86,128
Sea Life,,,1,10-Aug-22,Lady Janice,45.1,-64.58,Scots Bay,10.4,22.86,127
Sea Life,,,1,11-Aug-22,Lady Melissa,45.11,-64.56,Scots Bay,14.4,30.48,240
Sea Life,,,1,11-Aug-22,Lady Melissa,45.11,-64.56,Scots Bay,10.4,30.48,254
Sea Life,,,1,11-Aug-22,Lady Melissa,45.11,-64.56,Scots Bay,9,27.94,232
Sea Life,,,1,11-Aug-22,Lady Melissa,45.11,-64.56,Scots Bay,9.2,27.94,202
Sea Life,,,1,11-Aug-22,Lady Janice,45.09,-64.58,Scots Bay,15.8,30.48,238
Sea Life,,,1,11-Aug-22,Lady Janice,45.09,-64.58,Scots Bay,14.2,30.48,272
Sea Life,,,1,11-Aug-22,Lady Janice,45.09,-64.58,Scots Bay,6,27.94,202
Sea Life,,,1,11-Aug-22,Lady Janice,45.09,-64.58,Scots Bay,10,27.94,245
Sea Life,,,1,11-Aug-22,Sealife II,45.11,-64.53,Scots Bay,11,27.94,210
Sea Life,,,1,11-Aug-22,Sealife II,45.11,-64.53,Scots Bay,8.2,27.94,197
Sea Life,,,1,11-Aug-22,Sealife II,45.11,-64.53,Scots Bay,11.6,30.48,214
Sea Life,,,1,11-Aug-22,Sealife II,45.11,-64.53,Scots Bay,5.6,30.48,235
Sea Life,,,1,11-Aug-22,Lady Melissa,45.11,-64.56,Scots Bay,9.8,22.86,97
Sea Life,,,1,11-Aug-22,Lady Melissa,45.11,-64.56,Scots Bay,9.8,22.86,90
Sea Life,,,1,11-Aug-22,Lady Melissa,45.11,-64.56,Scots Bay,8.6,25.4,153
Sea Life,,,1,11-Aug-22,Lady Melissa,45.11,-64.56,Scots Bay,8.6,25.4,150
Sea Life,,,1,11-Aug-22,Lady Melissa,45.11,-64.56,Scots Bay,16,22.86,131
Sea Life,,,1,11-Aug-22,Lady Melissa,45.11,-64.56,Scots Bay,16,22.86,132
Sea Life,,,1,11-Aug-22,Lady Melissa,45.11,-64.56,Scots Bay,10,22.86,117
Sea Life,,,1,11-Aug-22,Lady Melissa,45.11,-64.56,Scots Bay,10,22.86,96
Sea Life,,,1,11-Aug-22,Lady Janice,45.09,-64.58,Scots Bay,14.2,25.4,146
Sea Life,,,1,11-Aug-22,Lady Janice,45.09,-64.58,Scots Bay,14.2,25.4,134
Sea Life,,,1,11-Aug-22,Lady Janice,45.09,-64.58,Scots Bay,8.6,22.86,138
Sea Life,,,1,11-Aug-22,Lady Janice,45.09,-64.58,Scots Bay,8.6,22.86,121
Sea Life,,,1,11-Aug-22,Lady Janice,45.09,-64.58,Scots Bay,13.2,22.86,133
Sea Life,,,1,11-Aug-22,Lady Janice,45.09,-64.58,Scots Bay,13.2,22.86,130
Sea Life,,,1,11-Aug-22,Lady Janice,45.09,-64.58,Scots Bay,14.6,22.86,105
Sea Life,,,1,11-Aug-22,Lady Janice,45.09,-64.58,Scots Bay,14.6,22.86,110
Sea Life,,,1,11-Aug-22,Sealife II,45.11,-64.53,Scots Bay,10,22.86,112
Sea Life,,,1,11-Aug-22,Sealife II,45.11,-64.53,Scots Bay,10,22.86,96
Sea Life,,,1,11-Aug-22,Sealife II,45.11,-64.53,Scots Bay,12.2,22.86,118
Sea Life,,,1,11-Aug-22,Sealife II,45.11,-64.53,Scots Bay,12.2,22.86,93
Sea Life,,,1,11-Aug-22,Sealife II,45.11,-64.53,Scots Bay,11.8,22.86,108
Sea Life,,,1,11-Aug-22,Sealife II,45.11,-64.53,Scots Bay,11.8,22.86,111
Sea Life,,,1,11-Aug-22,Sealife II,45.11,-64.53,Scots Bay,13.4,22.86,103
Sea Life,,,1,11-Aug-22,Sealife II,45.11,-64.53,Scots Bay,13.4,22.86,113
Sea Life,,,1,16-Aug-22,Sealife II,43.17,-66.25,German Bank,11.2,30.48,223
Sea Life,,,1,16-Aug-22,Sealife II,43.17,-66.25,German Bank,13.4,30.48,237
Sea Life,,,1,16-Aug-22,Sealife II,43.17,-66.25,German Bank,16.4,27.94,219
Sea Life,,,1,16-Aug-22,Sealife II,43.17,-66.25,German Bank,17,27.94,234
Sea Life,,,1,16-Aug-22,Lady Melissa,43.21,-66.26,German Bank,19.6,27.94,244
Sea Life,,,1,16-Aug-22,Lady Melissa,43.21,-66.26,German Bank,8.6,27.94,216
Sea Life,,,1,16-Aug-22,Lady Melissa,43.21,-66.26,German Bank,18.2,27.94,192
Sea Life,,,1,16-Aug-22,Lady Melissa,43.21,-66.26,German Bank,6.6,30.48,235
Sea Life,,,1,16-Aug-22,Sealife II,43.17,-66.25,German Bank,14.6,25.4,131
Sea Life,,,1,16-Aug-22,Sealife II,43.17,-66.25,German Bank,14.6,25.4,125
Sea Life,,,1,16-Aug-22,Sealife II,43.17,-66.25,German Bank,10,25.4,136
Sea Life,,,1,16-Aug-22,Sealife II,43.17,-66.25,German Bank,10,25.4,138
Sea Life,,,1,16-Aug-22,Sealife II,43.17,-66.25,German Bank,10.2,25.4,130
Sea Life,,,1,16-Aug-22,Sealife II,43.17,-66.25,German Bank,10.2,25.4,135
Sea Life,,,1,16-Aug-22,Sealife II,43.17,-66.25,German Bank,12,25.4,164
Sea Life,,,1,16-Aug-22,Lady Melissa,43.21,-66.26,German Bank,8.2,25.4,126
Sea Life,,,1,16-Aug-22,Lady Melissa,43.21,-66.26,German Bank,8.2,25.4,129
Sea Life,,,1,16-Aug-22,Lady Melissa,43.21,-66.26,German Bank,9.2,25.4,135
Sea Life,,,1,16-Aug-22,Lady Melissa,43.21,-66.26,German Bank,9.2,25.4,136
Sea Life,,,1,16-Aug-22,Lady Melissa,43.21,-66.26,German Bank,18.4,25.4,137
Sea Life,,,1,16-Aug-22,Lady Melissa,43.21,-66.26,German Bank,18.4,25.4,140
Sea Life,,,1,16-Aug-22,Lady Melissa,43.21,-66.26,German Bank,14.2,25.4,159
Sea Life,,,1,16-Aug-22,Lady Melissa,43.21,-66.26,German Bank,14.2,25.4,151
Sea Life,,,1,23-Aug-22,Lady Janice,45.08,-65,Scots Bay,13.4,27.94,204
Sea Life,,,1,23-Aug-22,Lady Janice,45.08,-65,Scots Bay,13.4,27.94,170
Sea Life,,,1,23-Aug-22,Lady Janice,45.08,-65,Scots Bay,11.4,25.4,148
Sea Life,,,1,23-Aug-22,Lady Janice,45.08,-65,Scots Bay,11.4,25.4,139
Sea Life,,,1,23-Aug-22,Lady Janice,45.08,-65,Scots Bay,15.4,25.4,121
Sea Life,,,1,23-Aug-22,Lady Janice,45.08,-65,Scots Bay,15.4,25.4,121
Sea Life,,,1,23-Aug-22,Lady Janice,45.08,-65,Scots Bay,12.2,25.4,130
Sea Life,,,1,23-Aug-22,Lady Janice,45.08,-65,Scots Bay,12.2,25.4,120
Sea Life,,,1,23-Aug-22,Lady Melissa,45.09,-65.02,Scots Bay,10,27.94,216
Sea Life,,,1,23-Aug-22,Lady Janice,45.09,-65.02,Scots Bay,12.2,25.4,184
Sea Life,,,1,23-Aug-22,Lady Janice,45.09,-65.02,Scots Bay,15,25.4,171
Sea Life,,,1,23-Aug-22,Lady Janice,45.09,-65.02,Scots Bay,14,25.4,194
Sea Life,,,1,25-Aug-22,Lady Melissa,43.14,-66.2,German Bank,8.4,25.4,146
Sea Life,,,1,25-Aug-22,Lady Melissa,43.14,-66.2,German Bank,8.4,25.4,144
Sea Life,,,1,25-Aug-22,Lady Melissa,43.14,-66.2,German Bank,8.2,25.4,126
Sea Life,,,1,25-Aug-22,Lady Melissa,43.14,-66.2,German Bank,8.2,25.4,134
Sea Life,,,1,25-Aug-22,Lady Melissa,43.14,-66.2,German Bank,16.2,25.4,142
Sea Life,,,1,25-Aug-22,Lady Melissa,43.14,-66.2,German Bank,16.2,25.4,153
Sea Life,,,1,25-Aug-22,Lady Melissa,43.14,-66.2,German Bank,9.8,25.4,159
Sea Life,,,1,25-Aug-22,Lady Melissa,43.14,-66.2,German Bank,14.2,27.94,192
Sea Life,,,1,25-Aug-22,Lady Melissa,43.14,-66.2,German Bank,11,30.48,215
Sea Life,,,1,25-Aug-22,Lady Melissa,43.14,-66.2,German Bank,15.8,27.94,200
Sea Life,,,1,25-Aug-22,Lady Melissa,43.14,-66.2,German Bank,15,30.48,203
Sea Life,,,1,25-Aug-22,Lady Janice,44.16,-67,German Bank,8.4,25.4,103
Sea Life,,,1,25-Aug-22,Lady Janice,44.16,-67,German Bank,8.4,25.4,109
Sea Life,,,1,25-Aug-22,Lady Janice,44.16,-67,German Bank,9.4,25.4,118
Sea Life,,,1,25-Aug-22,Lady Janice,44.16,-67,German Bank,9.4,25.4,114
Sea Life,,,1,25-Aug-22,Lady Janice,44.16,-67,German Bank,13,22.86,79
Sea Life,,,1,25-Aug-22,Lady Janice,44.16,-67,German Bank,13,22.86,88
Sea Life,,,1,25-Aug-22,Lady Janice,44.16,-67,German Bank,14.6,22.86,103
Sea Life,,,1,25-Aug-22,Lady Janice,44.16,-67,German Bank,14.6,22.86,92
Sea Life,,,1,26-Aug-22,Lady Janice,43.16,-66.22,German Bank,16.6,30.48,221
Sea Life,,,1,26-Aug-22,Lady Janice,43.16,-66.22,German Bank,13,30.48,242
Sea Life,,,1,26-Aug-22,Lady Janice,43.16,-66.22,German Bank,7.8,27.94,222
Sea Life,,,1,26-Aug-22,Lady Janice,43.16,-66.22,German Bank,8.8,25.4,220
Sea Life,,,1,26-Aug-22,Sealife II,45.17,-66.22,German Bank,14.8,27.94,219
Sea Life,,,1,26-Aug-22,Sealife II,45.17,-66.22,German Bank,8.6,27.94,201
Sea Life,,,1,26-Aug-22,Sealife II,45.17,-66.22,German Bank,12,27.94,211
Sea Life,,,1,26-Aug-22,Sealife II,45.17,-66.22,German Bank,16.8,30.48,227
Sea Life,,,1,30-Aug-22,Lady Janice,43.15,-66.2,German Bank,14.6,29.21,203
Sea Life,,,1,30-Aug-22,Lady Janice,43.15,-66.2,German Bank,13.2,29.21,198
Sea Life,,,1,30-Aug-22,Lady Janice,43.15,-66.2,German Bank,14.2,27.94,159
Sea Life,,,1,30-Aug-22,Lady Janice,43.15,-66.2,German Bank,10.8,26.67,163
Sea Life,,,1,30-Aug-22,Sealife II,43.16,-66.21,German Bank,8,26.67,143
Sea Life,,,1,30-Aug-22,Sealife II,43.16,-66.21,German Bank,7.8,29.21,204
Sea Life,,,1,30-Aug-22,Sealife II,43.16,-66.21,German Bank,8.8,27.94,181
Sea Life,,,1,30-Aug-22,Sealife II,43.16,-66.21,German Bank,19,26.67,137
Sea Life,,,1,31-Aug-22,Lady Janice,43.14,-66.2,German Bank,14.2,27.94,203
Sea Life,,,1,31-Aug-22,Lady Janice,43.14,-66.2,German Bank,10.2,27.94,202
Sea Life,,,1,31-Aug-22,Lady Janice,43.14,-66.2,German Bank,14,27.94,216
Sea Life,,,1,31-Aug-22,Lady Janice,43.14,-66.2,German Bank,18,30.48,249
Sea Life,,,1,31-Aug-22,Sealife II,43.15,-66.21,German Bank,12.2,30.48,243
Sea Life,,,1,31-Aug-22,Sealife II,43.15,-66.21,German Bank,7.8,30.48,223
Sea Life,,,1,31-Aug-22,Sealife II,43.15,-66.21,German Bank,15.2,30.48,250
Sea Life,,,1,31-Aug-22,Sealife II,43.15,-66.21,German Bank,16.2,27.94,212
Sea Life,,,1,31-Aug-22,Lady Melissa,43.16,-66.21,German Bank,10.6,27.94,209
Sea Life,,,1,31-Aug-22,Lady Melissa,43.16,-66.21,German Bank,8.8,27.94,225
Sea Life,,,1,31-Aug-22,Lady Melissa,43.16,-66.21,German Bank,12,30.48,239
Sea Life,,,1,31-Aug-22,Lady Melissa,43.16,-66.21,German Bank,15.8,27.94,224
Sea Life,,,1,01-Sep-22,Sealife II,43.15,-66.21,German Bank,9.8,27.94,205
Sea Life,,,1,01-Sep-22,Sealife II,43.15,-66.21,German Bank,10.4,30.48,290
Sea Life,,,1,01-Sep-22,Sealife II,43.15,-66.21,German Bank,13.2,30.48,236
Sea Life,,,1,01-Sep-22,Sealife II,43.15,-66.21,German Bank,14.2,27.97,204
