Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer
-35.5,379.7123,-47.5504908916565,0.0631437518578744,23681.3020013515,8487.41193489017,35.8401406071584,Main Box
-35.5,82.36087,-47.7474615052562,0.0582488756846421,4908.79363737072,3218.46706553459,65.565336481704,Northern Box
-35.5,55.79467,-62.0159313757663,0.00225465896371773,124.451339588375,39.6351789029031,31.8479327213327,Eastern Box
