Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer
-35.5,826,-56.7502526721935,0.00745811704305483,6193.76580578788,1345.72621569223,21.7271084811551,German Bank
-35.5,274,-59.2334389404225,0.00419486977776461,1159.86293124647,326.406192899674,28.1417902155813,Seal Island
NA,NA,NA,NA,NA,NA,NA,School Survey
