Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
FM,T01,2025-08-04 21:49:10,2025-08-05 00:14:00,-66.46545514,43.57313847,-66.46434091,43.2349712,38.925781193
FM,T02,2025-08-05 00:48:14,2025-08-05 03:09:40,-66.32401116,43.23548869,-66.32058852,43.56529033,37.73846842
LB,T01,2025-08-04 20:32:49,2025-08-04 22:56:19,-66.43691534,43.56681878,-66.43694171,43.23354419,38.140954458
LB,T02,2025-08-04 23:36:19,2025-08-05 02:11:20,-66.29645981,43.23343512,-66.29617716,43.5650225,37.97299891
LJ,T01,2025-08-04 20:55:31,2025-08-04 23:20:35,-66.40880643,43.56804732,-66.40868707,43.23375063,37.190438204
LJ,T02,2025-08-04 23:56:24,2025-08-05 02:20:51,-66.2677407,43.23319457,-66.26802605,43.56483904,36.8956271
LM,T01,2025-08-04 20:56:45,2025-08-04 23:16:31,-66.380465,43.56598333,-66.38022625,43.23448522,37.58642814
LM,T02,2025-08-04 23:51:18,2025-08-05 02:17:21,-66.23492463,43.23310566,-66.23967326,43.56641839,37.68273316
MS,T01,2025-08-04 20:38:38,2025-08-04 23:01:50,-66.49419998,43.56580169,-66.49333942,43.23314325,39.263321264
MS,T02,2025-08-04 23:41:16,2025-08-05 02:11:59,-66.35233876,43.23637162,-66.35257939,43.56543467,39.10061475
FM,T03,2025-08-05 03:42:14,2025-08-05 05:30:16,-66.21922432,43.50281898,-66.21859239,43.25074815,29.1773296
FM,T04,2025-08-05 05:52:31,2025-08-05 07:36:35,-66.15983325,43.25044484,-66.16389081,43.49782301,28.3859822
LB,T03,2025-08-05 02:46:16,2025-08-05 04:37:56,-66.20721205,43.5015672,-66.20674128,43.24788893,29.1161649
LB,T04,2025-08-05 04:58:59,2025-08-05 06:40:13,-66.14796312,43.24966085,-66.15005485,43.50697546,29.2189512
LJ,T03,2025-08-05 02:51:01,2025-08-05 04:40:56,-66.19500392,43.50262047,-66.19484247,43.24708898,28.41825676
LJ,T04,2025-08-05 05:00:19,2025-08-05 06:46:58,-66.13694995,43.24950903,-66.13642228,43.50485416,28.4332764
LM,T03,2025-08-05 02:43:35,2025-08-05 04:36:31,-66.18357218,43.50097164,-66.18382944,43.24797526,28.68439716
LM,T04,2025-08-05 04:54:12,2025-08-05 06:40:15,-66.12652205,43.24668528,-66.12484333,43.50268793,28.9850003
MS,T03,2025-08-05 02:52:56,2025-08-05 04:42:59,-66.22904033,43.50129803,-66.2300209,43.24851835,29.6571417
MS,T04,2025-08-05 05:04:55,2025-08-05 06:39:46,-66.17154376,43.25008007,-66.17166667,43.48739017,27.7047138
