Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
C1,T01,-35.5,-48.46534265,0.0505202783838943,22.28549322
LM,T03,-35.5,-61.69328062,0.00240254725258876,40.56703729
LM,T02,-35.5,-66.4676818,0.000800261308723152,38.89335813
LM,T01,-35.5,-53.5633571,0.0156193979509143,38.937978523
C1,T02,-35.5,-65.21432184,0.0010679915486536,15.40651976
C1,T03,-35.5,-58.90492673,0.00456569952947644,16.80413962
C1,T04,-35.5,-43.41129017,0.161759942175783,19.57448512
C1,T05,-35.5,-44.64106966,0.12186894008088,17.4636347
BP,T01,-35.5,-39.62758582,0.386581812556085,6.83606289999999
BP,T02,-35.5,-58.38211068,0.0051497830325249,6.65351940000002
BP,T03,-35.5,-45.40929101,0.102110616668465,6.94467610000001
