Vessel,Start Lat,Start Lon,End Lat,End Lon
LM,4505.401176,6514,4515.331176,6444.42
LM,4515.238333,6444.113333,4518.408333,6433
LM,4506.320941,6514,4516.004941,6445.436
LM,4516.12,6445.43,4519.7,6433
BP,4507.240706,6514,4516.678706,6446.452
BP,4508.160471,6514,4517.352471,6447.468
BP,4509.080235,6514,4518.026235,6448.484
MS,4510,6514,4518.7,6449.5
MS,4515,6503,4519,6450
MS,4515.783,6503,4519.467,6451
MS,4516.567,6503,4519.933,6452
MS,4517.35,6503,4520.4,6453
