Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer
-35.5,214.7069,-54.2811393245123,0.0173356212240301,2842.70680447414,2479.67237995281,87.2292695134807,Main Box
-35.5,87.27066,-46.5899913073723,0.0723156433336984,6789.98992183767,3573.6682229641,52.6314216088985,Northern Box
-35.5,16.13292,-43.3066077786681,0.164614070752358,2673.3277243651,1846.55839706159,69.0734016720728,Eastern Box
