Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,826,-49.35106639,0.040387094,34030.89796,7430.169191,21.83359722,German Bank,"28,409"
-35.5,274,-51.12523149,0.028180811,7502.869869,2049.745417,27.31948511,Seal Island,NA
