Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,796,-54.02332195,0.014069148,11183.58062,1501.234761,13.42356095,German Bank,5502
-35.5,272,-59.82134537,0.003676538,1005.621076,169.6241514,16.86760107,Seal Island,5502
NA,NA,NA,NA,NA,NA,NA,School Survey,5502
