Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
C1,T01,2024-08-25T19:46:34Z,2024-08-25T22:51:25Z,-65.24676,45.030685,-64.71469487,45.20491602,47.53690635,Actual,9,SB,47.53690635,2024-08-25T19:46:34Z,2024-08-25T22:51:25Z,184.85,8.331452533,2024,2024-08-25
C1,T02,2024-08-25T23:11:42Z,2024-08-26T02:02:25Z,-64.74316357,45.2546857,-65.22690508,45.09126597,43.36775842,Actual,9,SB,43.36775842,2024-08-25T23:11:42Z,2024-08-26T02:02:25Z,170.7166667,8.230009131,2024,2024-08-25
FM,T01,2024-08-25T20:41:00Z,2024-08-25T23:54:10Z,-65.23477964,45.07644509,-64.76538949,45.23175083,41.28670432,Actual,9,SB,41.28670432,2024-08-25T20:41:00Z,2024-08-25T23:54:10Z,193.1666667,6.924482081,2024,2024-08-25
FM,T02,2024-08-26T00:14:42Z,2024-08-26T02:33:07Z,-64.78999539,45.28170526,-65.23313309,45.1294883,38.86767282,Actual,9,SB,38.86767282,2024-08-26T00:14:42Z,2024-08-26T02:33:07Z,138.4166667,9.097235055,2024,2024-08-26
LJ,T01,2024-08-25T19:44:55Z,2024-08-25T23:09:34Z,-65.23803708,45.04639392,-64.70764305,45.22265037,46.21941436,Actual,9,SB,46.21941436,2024-08-25T19:44:55Z,2024-08-25T23:09:34Z,204.65,7.316812966,2024,2024-08-25
LJ,T02,2024-08-25T23:28:56Z,2024-08-26T02:04:15Z,-64.75531532,45.26287858,-65.23210895,45.10321965,41.56792357,Actual,9,SB,41.56792357,2024-08-25T23:28:56Z,2024-08-26T02:04:15Z,155.3166667,8.670607635,2024,2024-08-25
MS,T01,2024-08-25T19:41:44Z,2024-08-25T23:18:18Z,-65.2191747,45.06767137,-64.7531724,45.2216869,44.8163329,Actual,9,SB,44.8163329,2024-08-25T19:41:44Z,2024-08-25T23:18:18Z,216.5666667,6.704308184,2024,2024-08-25
MS,T02,2024-08-25T23:45:05Z,2024-08-26T02:28:19Z,-64.78142704,45.27068185,-65.21477402,45.12240739,39.0282569,Actual,9,SB,39.0282569,2024-08-25T23:45:05Z,2024-08-26T02:28:19Z,163.2333333,7.746037053,2024,2024-08-25
C1,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,9,SB,47.77303994,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.04966259,-64.69575374,45.22595646,NA,Plan,9,SB,46.5522299,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.0629585,-64.71044082,45.23569626,NA,Plan,9,SB,45.33220839,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.07625442,-64.72512789,45.24543605,NA,Plan,9,SB,44.11300387,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.23333333,45.08955034,-64.73981497,45.25517585,NA,Plan,9,SB,42.89464849,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.10284626,-64.75450204,45.26491565,NA,Plan,9,SB,41.67717906,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.11614218,-64.76918912,45.27465544,NA,Plan,9,SB,40.46063381,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.1294381,-64.78387619,45.28439524,NA,Plan,9,SB,39.24506014,NA,NA,NA,NA,NA,NA
