Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
C1,T01,-35.5,-54.47047498,0.0126751323265302,47.53690635
C1,T02,-35.5,-57.59313799,0.00617570014355762,43.36775842
FM,T01,-35.5,-48.66083074,0.0482966408996019,41.286704316
FM,T02,-35.5,-53.29579642,0.01661194015951,38.86767282
LJ,T01,-35.5,-53.41837114,0.0161496414989082,46.219414358
LJ,T02,-35.5,-55.20644677,0.0106992989660922,41.56792357
MS,T01,-35.5,-51.09022723,0.0276043342203516,44.8163329
MS,T02,-35.5,-53.00596727,0.0177583770585095,39.0282569
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
