Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,661,-57.1219647411557,0.0067473167120258,4549.93283096621,771.189938057686,16.9494796232831,Main Box,1904
NA,77,NA,NA,NA,NA,NA,Northern Box,1904
NA,115,NA,NA,NA,NA,NA,Eastern Box,1904
